Año|Mes|CCAA|Producto|Volumen (miles de kg)|Valor (miles de €)|Precio medio kg|Penetración (%)|Consumo per capita|Gasto per capita||
2018|Febrero|Galicia|CIRUELAS|54,71|166,47|3,04|4,48|0,02|0,06||
2018|Febrero|Galicia|CEREZAS|71,26|185,67|2,61|2,68|0,03|0,07||
2018|Febrero|Galicia|UVAS|198,1|678,38|3,42|14,98|0,07|0,24||
2018|Febrero|Galicia|KIWI|1000,55|2356,06|2,35|36,19|0,36|0,85||
2018|Febrero|Galicia|AGUACATE|255,36|877,25|3,44|21,46|0,09|0,32||
2018|Febrero|Galicia|PIÑA|481,04|698,83|1,45|17,77|0,17|0,25||
2018|Febrero|Galicia|OTRAS FRUTAS FRESCAS|385,01|1161,27|3,02|21,72|0,14|0,42||
2018|Febrero|Galicia|POMELO|51,6|119,13|2,31|2,01|0,02|0,04||
2018|Febrero|Galicia|CHIRIMOYA|0|0|0|0|0|0||
2018|Febrero|Galicia|FRUTAS IV GAMA|716,07|1298,81|1,81|24,94|0,26|0,47||
2018|Febrero|La Rioja|T.FRUTAS FRESCAS|2269,41|3427,7|1,51|95,22|7,17|10,83||
2018|Febrero|La Rioja|NARANJAS|806,52|796,09|0,99|64,31|2,55|2,52||
2018|Febrero|La Rioja|MANDARINAS|288,31|476,25|1,65|59,81|0,91|1,5||
2018|Febrero|La Rioja|LIMONES|100,28|147,6|1,47|39,49|0,32|0,47||
2018|Febrero|La Rioja|PLATANOS|360,55|607,48|1,68|88,83|1,14|1,92||
2018|Febrero|La Rioja|MANZANAS|236,62|357,62|1,51|74,28|0,75|1,13||
2018|Febrero|La Rioja|PERAS|125,81|180,41|1,43|48,3|0,4|0,57||
2018|Febrero|La Rioja|MELOCOTONES|0|0|0|0|0|0||
2018|Febrero|La Rioja|NECTARINAS|0|0|0|0|0|0||
2018|Febrero|La Rioja|ALBARICOQUES|0|0|0|0|0|0||
2018|Febrero|La Rioja|FRESAS/FRESON|119,62|334,93|2,8|32,69|0,38|1,06||
2018|Febrero|La Rioja|MELON|30,11|60,13|2|9,08|0,1|0,19||
2018|Febrero|La Rioja|SANDIA|0|0|0|0|0|0||
2018|Febrero|La Rioja|CIRUELAS|2,08|3,18|1,53|4,29|0,01|0,01||
2018|Febrero|La Rioja|CEREZAS|0|0|0|0|0|0||
2018|Febrero|La Rioja|UVAS|4,49|18,61|4,14|8,46|0,01|0,06||
2018|Febrero|La Rioja|KIWI|45|131,61|2,92|24,78|0,14|0,42||
2018|Febrero|La Rioja|AGUACATE|13,89|62,81|4,52|11,51|0,04|0,2||
2018|Febrero|La Rioja|PIÑA|99,4|171,66|1,73|22,71|0,31|0,54||
2018|Febrero|La Rioja|OTRAS FRUTAS FRESCAS|36,74|79,33|2,16|33,35|0,12|0,25||
2018|Febrero|La Rioja|POMELO|5,71|7,11|1,24|6,37|0,02|0,02||
2018|Febrero|La Rioja|CHIRIMOYA|0|0|0|0|0|0||
2018|Febrero|La Rioja|FRUTAS IV GAMA|77,91|115,54|1,48|36,03|0,25|0,37||
2018|Febrero|Madrid|T.FRUTAS FRESCAS|41970,01|66923,91|1,59|95,27|6,74|10,75||
2018|Febrero|Madrid|NARANJAS|12564,36|11685,94|0,93|65,14|2,02|1,88||
2018|Febrero|Madrid|MANDARINAS|5335,7|8717,37|1,63|59,17|0,86|1,4||
2018|Febrero|Madrid|LIMONES|1146,99|1792,5|1,56|39,1|0,18|0,29||
2018|Febrero|Madrid|PLATANOS|6591,27|10247,36|1,55|81,54|1,06|1,65||
2018|Febrero|Madrid|MANZANAS|5022,99|7878,34|1,57|61,94|0,81|1,27||
2018|Febrero|Madrid|PERAS|2962,4|4473,1|1,51|46,93|0,48|0,72||
2018|Febrero|Madrid|MELOCOTONES|42,22|145,32|3,44|2,09|0,01|0,02||
2018|Febrero|Madrid|NECTARINAS|101,1|149,7|1,48|1,53|0,02|0,02||
2018|Febrero|Madrid|ALBARICOQUES|1,63|1,23|0,76|0,13|0|0||
2018|Febrero|Madrid|FRESAS/FRESON|2208,86|7129,1|3,23|46,92|0,35|1,15||
2018|Febrero|Madrid|MELON|884,77|1343,99|1,52|8,77|0,14|0,22||
2018|Febrero|Madrid|SANDIA|95,55|68,97|0,72|0,83|0,02|0,01||
2018|Febrero|Madrid|CIRUELAS|91,63|297,38|3,25|6,07|0,01|0,05||
2018|Febrero|Madrid|CEREZAS|19,47|46,7|2,4|0,65|0|0,01||
2018|Febrero|Madrid|UVAS|376,93|1248,48|3,31|13,88|0,06|0,2||
2018|Febrero|Madrid|KIWI|1930,4|5141,29|2,66|41,73|0,31|0,83||
2018|Febrero|Madrid|AGUACATE|575,18|1773,75|3,08|24,82|0,09|0,28||
2018|Febrero|Madrid|PIÑA|798,98|1375,01|1,72|18,21|0,13|0,22||
2018|Febrero|Madrid|OTRAS FRUTAS FRESCAS|1219,58|3408,38|2,79|30,28|0,2|0,55||
2018|Febrero|Madrid|POMELO|121,72|207,49|1,7|3,53|0,02|0,03||
2018|Febrero|Madrid|CHIRIMOYA|0|0|0|0|0|0||
2018|Febrero|Madrid|FRUTAS IV GAMA|1547,7|2909,85|1,88|27,11|0,25|0,47||
2018|Febrero|Murcia|T.FRUTAS FRESCAS|8555,51|13348,47|1,56|92,33|6,01|9,37||
2018|Febrero|Murcia|NARANJAS|2451,1|2275,82|0,93|44,9|1,72|1,6||
2018|Febrero|Murcia|MANDARINAS|883,5|1279,13|1,45|52,89|0,62|0,9||
2018|Febrero|Murcia|LIMONES|380,51|587,3|1,54|27,74|0,27|0,41||
2018|Febrero|Murcia|PLATANOS|1553,14|2146,76|1,38|84,17|1,09|1,51||
2018|Febrero|Murcia|MANZANAS|1133,37|1637,6|1,44|64,16|0,8|1,15||
2018|Febrero|Murcia|PERAS|664,62|972,09|1,46|54,92|0,47|0,68||
2018|Febrero|Murcia|MELOCOTONES|0|0|0|0|0|0||
2018|Febrero|Murcia|NECTARINAS|5,19|5,13|0,99|0,19|0|0||
2018|Febrero|Murcia|ALBARICOQUES|0|0|0|0|0|0||
2018|Febrero|Murcia|FRESAS/FRESON|674,71|2352,16|3,49|52,02|0,47|1,65||
2018|Febrero|Murcia|MELON|56,74|89,72|1,58|3,13|0,04|0,06||
2018|Febrero|Murcia|SANDIA|0|0|0|0|0|0||
2018|Febrero|Murcia|CIRUELAS|20,29|69,54|3,43|7,14|0,01|0,05||
2018|Febrero|Murcia|CEREZAS|0|0|0|0|0|0||
2018|Febrero|Murcia|UVAS|47,72|238,6|5|9,97|0,03|0,17||
2018|Febrero|Murcia|KIWI|256,71|798,21|3,11|37,3|0,18|0,56||
2018|Febrero|Murcia|AGUACATE|65,78|224,92|3,42|11,71|0,05|0,16||
2018|Febrero|Murcia|PIÑA|187,27|262,3|1,4|12,56|0,13|0,18||
2018|Febrero|Murcia|OTRAS FRUTAS FRESCAS|174,87|409,19|2,34|14,55|0,12|0,29||
2018|Febrero|Murcia|POMELO|13,99|24,53|1,75|1,11|0,01|0,02||
2018|Febrero|Murcia|CHIRIMOYA|0|0|0|0|0|0||
2018|Febrero|Murcia|FRUTAS IV GAMA|378,49|814,92|2,15|18,66|0,27|0,57||
2018|Febrero|Navarra|T.FRUTAS FRESCAS|3769,45|5780,22|1,53|97,04|6,36|9,76||
2018|Febrero|Navarra|NARANJAS|1157,7|1117,76|0,97|62,69|1,95|1,89||
2018|Febrero|Navarra|MANDARINAS|461,66|732,57|1,59|43,28|0,78|1,24||
2018|Febrero|Navarra|LIMONES|122,84|185,02|1,51|50,45|0,21|0,31||
2018|Febrero|Navarra|PLATANOS|596,62|891,01|1,49|74,07|1,01|1,5||
2018|Febrero|Navarra|MANZANAS|577,12|759,3|1,32|62,5|0,97|1,28||
2018|Febrero|Navarra|PERAS|174,89|256,01|1,46|29,71|0,3|0,43||
2018|Febrero|Navarra|MELOCOTONES|1,44|5,27|3,65|0,23|0|0,01||
2018|Febrero|Navarra|NECTARINAS|21,26|41,4|1,95|5,26|0,04|0,07||
2018|Febrero|Navarra|ALBARICOQUES|3,3|2,93|0,89|2,34|0,01|0||
2018|Febrero|Navarra|FRESAS/FRESON|170,55|606,12|3,55|30,76|0,29|1,02||
2018|Febrero|Navarra|MELON|37,71|29,18|0,77|1,42|0,06|0,05||
2018|Febrero|Navarra|SANDIA|0|0|0|0|0|0||
2018|Febrero|Navarra|CIRUELAS|0|0|0|0|0|0||
2018|Febrero|Navarra|CEREZAS|0|0|0|0|0|0||
2018|Febrero|Navarra|UVAS|24,02|66,61|2,77|10,99|0,04|0,11||
2018|Febrero|Navarra|KIWI|196,13|582,87|2,97|47,76|0,33|0,98||
2018|Febrero|Navarra|AGUACATE|66,04|184,88|2,8|29,34|0,11|0,31||
2018|Febrero|Navarra|PIÑA|86,49|138,01|1,6|19,48|0,15|0,23||
2018|Febrero|Navarra|OTRAS FRUTAS FRESCAS|71,68|181,28|2,53|23,17|0,12|0,31||
2018|Febrero|Navarra|POMELO|7,4|19,62|2,65|3,34|0,01|0,03||
2018|Febrero|Navarra|CHIRIMOYA|0|0|0|0|0|0||
2018|Febrero|Navarra|FRUTAS IV GAMA|164,08|337,57|2,06|29,05|0,28|0,57||
2018|Febrero|Pais Vasco|T.FRUTAS FRESCAS|15714,27|25648,09|1,63|96,8|7,59|12,39||
2018|Febrero|Pais Vasco|NARANJAS|4767,26|4799,22|1,01|64,7|2,3|2,32||
2018|Febrero|Pais Vasco|MANDARINAS|1859,85|3287,07|1,77|64,23|0,9|1,59||
2018|Febrero|Pais Vasco|LIMONES|407,13|684,88|1,68|32,84|0,2|0,33||
2018|Febrero|Pais Vasco|PLATANOS|2177,17|3363,09|1,54|75,99|1,05|1,62||
2018|Febrero|Pais Vasco|MANZANAS|2323,9|3510,79|1,51|66,78|1,12|1,7||
2018|Febrero|Pais Vasco|PERAS|1185,13|1889,98|1,59|51,21|0,57|0,91||
2018|Febrero|Pais Vasco|MELOCOTONES|1,08|5,41|5|0,22|0|0||
2018|Febrero|Pais Vasco|NECTARINAS|18,96|53,88|2,84|2,4|0,01|0,03||
2018|Febrero|Pais Vasco|ALBARICOQUES|21,07|26,72|1,27|1,3|0,01|0,01||
2018|Febrero|Pais Vasco|FRESAS/FRESON|807,07|2745,39|3,4|53,12|0,39|1,33||
2018|Febrero|Pais Vasco|MELON|314,34|374,74|1,19|7,35|0,15|0,18||
2018|Febrero|Pais Vasco|SANDIA|0|0|0|0|0|0||
2018|Febrero|Pais Vasco|CIRUELAS|35,9|129,25|3,6|6,12|0,02|0,06||
2018|Febrero|Pais Vasco|CEREZAS|10,8|61,19|5,66|1,64|0,01|0,03||
2018|Febrero|Pais Vasco|UVAS|153,47|595,49|3,88|17,64|0,07|0,29||
2018|Febrero|Pais Vasco|KIWI|589,05|1730,49|2,94|42,27|0,28|0,84||
2018|Febrero|Pais Vasco|AGUACATE|187,58|707,24|3,77|24,94|0,09|0,34||
2018|Febrero|Pais Vasco|PIÑA|404,6|711,96|1,76|20,11|0,2|0,34||
2018|Febrero|Pais Vasco|OTRAS FRUTAS FRESCAS|449,91|971,29|2,16|26,02|0,22|0,47||
2018|Febrero|Pais Vasco|POMELO|134,32|236,69|1,76|4,44|0,06|0,11||
2018|Febrero|Pais Vasco|CHIRIMOYA|0|0|0|0|0|0||
2018|Febrero|Pais Vasco|FRUTAS IV GAMA|859,57|1794,74|2,09|33,59|0,42|0,87||
2018|Febrero|Valencia|T.FRUTAS FRESCAS|25732,36|39682,49|1,54|93,32|5,44|8,39||
2018|Febrero|Valencia|NARANJAS|6114,27|4985,46|0,82|44,63|1,29|1,05||
2018|Febrero|Valencia|MANDARINAS|2222,76|3164,79|1,42|32,23|0,47|0,67||
2018|Febrero|Valencia|LIMONES|726,63|1021,85|1,41|27,43|0,15|0,22||
2018|Febrero|Valencia|PLATANOS|5222,74|7547,81|1,45|80,5|1,1|1,59||
2018|Febrero|Valencia|MANZANAS|3764,92|5173,23|1,37|64,97|0,8|1,09||
2018|Febrero|Valencia|PERAS|2050,47|2881,17|1,41|43,75|0,43|0,61||
2018|Febrero|Valencia|MELOCOTONES|12,89|21,53|1,67|0,45|0|0||
2018|Febrero|Valencia|NECTARINAS|21,33|52,71|2,47|1,23|0|0,01||
2018|Febrero|Valencia|ALBARICOQUES|81,63|189,83|2,33|1,14|0,02|0,04||
2018|Febrero|Valencia|FRESAS/FRESON|1758,58|6148,04|3,5|53,53|0,37|1,3||
2018|Febrero|Valencia|MELON|521,12|698,22|1,34|4,82|0,11|0,15||
2018|Febrero|Valencia|SANDIA|24,92|49,56|1,99|0,88|0,01|0,01||
2018|Febrero|Valencia|CIRUELAS|83,31|226,64|2,72|5,04|0,02|0,05||
2018|Febrero|Valencia|CEREZAS|46,22|182,56|3,95|2,66|0,01|0,04||
2018|Febrero|Valencia|UVAS|187,76|673,34|3,59|9,74|0,04|0,14||
2018|Febrero|Valencia|KIWI|812,19|2064,15|2,54|30,74|0,17|0,44||
2018|Febrero|Valencia|AGUACATE|383,88|1188|3,09|21,3|0,08|0,25||
2018|Febrero|Valencia|PIÑA|669,34|1058,27|1,58|20,87|0,14|0,22||
2018|Febrero|Valencia|OTRAS FRUTAS FRESCAS|1027,4|2355,34|2,29|34,35|0,22|0,5||
2018|Febrero|Valencia|POMELO|162,13|255,14|1,57|4,59|0,03|0,05||
2018|Febrero|Valencia|CHIRIMOYA|0|0|0|0|0|0||
2018|Febrero|Valencia|FRUTAS IV GAMA|1173,89|2123,72|1,81|27,11|0,25|0,45||
2018|Marzo|Total Nacional|TOTAL PATATAS|111978,64|92382,14|0,82|80,93|2,45|2,02||
2018|Marzo|Total Nacional|PATATAS FRESCAS|79299,74|56112,25|0,71|66,89|1,74|1,23||
2018|Marzo|Total Nacional|PATATAS CONGELADAS|4270,74|5386,51|1,26|12,95|0,09|0,12||
2018|Marzo|Total Nacional|PATATAS PROCESADAS|5681,63|30883,38|5,44|49,72|0,12|0,68||
2018|Marzo|Total Nacional|T.HORTALIZAS FRESCAS|221895,39|401447,35|1,81|96,84|4,86|8,8||
2018|Marzo|Total Nacional|TOMATES|43479,81|69575,29|1,6|79,13|0,95|1,52||
2018|Marzo|Total Nacional|CEBOLLAS|27461,4|29958,02|1,09|69,58|0,6|0,66||
2018|Marzo|Total Nacional|AJOS|2990,09|12276,59|4,11|39,63|0,07|0,27||
2018|Marzo|Total Nacional|COLES|6138,42|6880,82|1,12|21,96|0,13|0,15||
2018|Marzo|Total Nacional|PEPINOS|5054|7647,83|1,51|22,69|0,11|0,17||
2018|Marzo|Total Nacional|JUDIAS VERDES|6803,28|20165,26|2,96|31,7|0,15|0,44||
2018|Marzo|Total Nacional|PIMIENTOS|18018,29|33961,77|1,88|64,31|0,39|0,74||
2018|Marzo|Total Nacional|CHAMPIÑONES+O.SETAS|5590,33|20580,48|3,68|39,47|0,12|0,45||
2018|Marzo|Total Nacional|LECHUGA/ESC./ENDIVIA|12502,88|35947,81|2,88|59,23|0,27|0,79||
2018|Marzo|Total Nacional|ESPARRAGOS|2965,76|6966,56|2,35|11,86|0,06|0,15||
2018|Marzo|Total Nacional|VERDURAS DE HOJA|6189,65|14269,36|2,31|29,87|0,14|0,31||
2018|Marzo|Total Nacional|BERENJENAS|5685,23|8813,36|1,55|30,41|0,12|0,19||
2018|Marzo|Total Nacional|ZANAHORIAS|13025,84|11492,76|0,88|55,22|0,29|0,25||
2018|Marzo|Total Nacional|CALABACINES|15030,79|20858,94|1,39|51,87|0,33|0,46||
2018|Marzo|Total Nacional|OTR.HORTALIZAS/VERD.|50959,62|102052,5|2|81,86|1,12|2,24||
2018|Marzo|Total Nacional|BROCOLI|5693,99|9177,42|1,61|23,6|0,12|0,2||
2018|Marzo|Total Nacional|ALCACHOFAS|12808,06|19522,56|1,52|33,55|0,28|0,43||
2018|Marzo|Total Nacional|VERD./HORT. IV GAMA|25511,08|66958,77|2,62|66,72|0,56|1,47||
2018|Marzo|Andalucia|TOTAL PATATAS|21446,3|17675,35|0,82|84,49|2,47|2,03||
2018|Marzo|Andalucia|PATATAS FRESCAS|14575,93|9903,87|0,68|65,79|1,68|1,14||
2018|Marzo|Andalucia|PATATAS CONGELADAS|1011,75|1178,24|1,16|17,31|0,12|0,14||
2018|Marzo|Andalucia|PATATAS PROCESADAS|1171,72|6593,24|5,63|55,41|0,13|0,76||
2018|Marzo|Andalucia|T.HORTALIZAS FRESCAS|38505,79|66399,93|1,72|96,93|4,43|7,64||
2018|Marzo|Andalucia|TOMATES|8333,52|11584,52|1,39|80,79|0,96|1,33||
2018|Marzo|Andalucia|CEBOLLAS|4735,59|4780,45|1,01|67,77|0,55|0,55||
2018|Marzo|Andalucia|AJOS|628,76|2456,09|3,91|44,07|0,07|0,28||
2018|Marzo|Andalucia|COLES|957,22|1036,86|1,08|15,83|0,11|0,12||
2018|Marzo|Andalucia|PEPINOS|1010,09|1455,38|1,44|26,64|0,12|0,17||
2018|Marzo|Andalucia|JUDIAS VERDES|907,26|2724,53|3|26,85|0,1|0,31||
2018|Marzo|Andalucia|PIMIENTOS|3066,64|5597,45|1,83|67,03|0,35|0,64||
2018|Marzo|Andalucia|CHAMPIÑONES+O.SETAS|902,46|3435,17|3,81|40,43|0,1|0,4||
2018|Marzo|Andalucia|LECHUGA/ESC./ENDIVIA|2015,24|5917,37|2,94|61,84|0,23|0,68||
2018|Marzo|Andalucia|ESPARRAGOS|440|1117,46|2,54|11,81|0,05|0,13||
2018|Marzo|Andalucia|VERDURAS DE HOJA|1190,17|2789,16|2,34|31,7|0,14|0,32||
2018|Marzo|Andalucia|BERENJENAS|1135,7|1601,75|1,41|36,3|0,13|0,18||
2018|Marzo|Andalucia|ZANAHORIAS|2058,02|1759,69|0,86|51,95|0,24|0,2||
2018|Marzo|Andalucia|CALABACINES|2269,19|3098,07|1,37|48,96|0,26|0,36||
2018|Marzo|Andalucia|OTR.HORTALIZAS/VERD.|8855,92|17045,98|1,92|84,02|1,02|1,96||
2018|Marzo|Andalucia|BROCOLI|901,43|1586,05|1,76|23,72|0,1|0,18||
2018|Marzo|Andalucia|ALCACHOFAS|1931,4|2834,01|1,47|37,78|0,22|0,33||
2018|Marzo|Andalucia|VERD./HORT. IV GAMA|4606,78|11538,46|2,5|66,75|0,53|1,33||
2018|Marzo|Aragon|TOTAL PATATAS|2799,98|2032,76|0,73|80,17|2,13|1,55||
2018|Marzo|Aragon|PATATAS FRESCAS|2140,34|1280,06|0,6|66,42|1,63|0,97||
2018|Marzo|Aragon|PATATAS CONGELADAS|64,24|78,97|1,23|7,2|0,05|0,06||
2018|Marzo|Aragon|PATATAS PROCESADAS|119,08|673,73|5,66|42,43|0,09|0,51||
2018|Marzo|Aragon|T.HORTALIZAS FRESCAS|7578,78|13834,07|1,83|98,11|5,77|10,54||
2018|Marzo|Aragon|TOMATES|1256,39|2190,87|1,74|85,2|0,96|1,67||
2018|Marzo|Aragon|CEBOLLAS|773,58|849,67|1,1|65,93|0,59|0,65||
2018|Marzo|Aragon|AJOS|94,75|360,54|3,81|41,45|0,07|0,27||
2018|Marzo|Aragon|COLES|204,52|239,73|1,17|17,35|0,16|0,18||
2018|Marzo|Aragon|PEPINOS|179,85|297,97|1,66|25,27|0,14|0,23||
2018|Marzo|Aragon|JUDIAS VERDES|274,34|721,87|2,63|41,66|0,21|0,55||
2018|Marzo|Aragon|PIMIENTOS|475,8|858,04|1,8|62,24|0,36|0,65||
2018|Marzo|Aragon|CHAMPIÑONES+O.SETAS|181,94|718,86|3,95|50,12|0,14|0,55||
2018|Marzo|Aragon|LECHUGA/ESC./ENDIVIA|642,16|1666,47|2,6|68,06|0,49|1,27||
2018|Marzo|Aragon|ESPARRAGOS|127,16|392,15|3,08|19,06|0,1|0,3||
2018|Marzo|Aragon|VERDURAS DE HOJA|455,49|748,38|1,64|32,26|0,35|0,57||
2018|Marzo|Aragon|BERENJENAS|122,91|180,83|1,47|25,04|0,09|0,14||
2018|Marzo|Aragon|ZANAHORIAS|296,97|253,55|0,85|47,02|0,23|0,19||
2018|Marzo|Aragon|CALABACINES|490,27|676,07|1,38|55,98|0,37|0,51||
2018|Marzo|Aragon|OTR.HORTALIZAS/VERD.|2002,67|3679,08|1,84|82,72|1,53|2,8||
2018|Marzo|Aragon|BROCOLI|239,32|311,2|1,3|26,7|0,18|0,24||
2018|Marzo|Aragon|ALCACHOFAS|464,55|698,85|1,5|43,49|0,35|0,53||
2018|Marzo|Aragon|VERD./HORT. IV GAMA|740,09|1893,89|2,56|62,18|0,56|1,44||
2018|Marzo|Asturias|TOTAL PATATAS|2552,95|2055,24|0,81|75,44|2,35|1,9||
2018|Marzo|Asturias|PATATAS FRESCAS|1952,69|1403,31|0,72|65,04|1,8|1,29||
2018|Marzo|Asturias|PATATAS CONGELADAS|107,7|128,55|1,19|10,17|0,1|0,12||
2018|Marzo|Asturias|PATATAS PROCESADAS|98,51|523,38|5,31|38,23|0,09|0,48||
2018|Marzo|Asturias|T.HORTALIZAS FRESCAS|3701,71|7008,99|1,89|93,71|3,41|6,46||
2018|Marzo|Asturias|TOMATES|673,14|1220,53|1,81|76,08|0,62|1,13||
2018|Marzo|Asturias|CEBOLLAS|636,18|744,26|1,17|66,37|0,59|0,69||
2018|Marzo|Asturias|AJOS|79,26|349,24|4,41|48,72|0,07|0,32||
2018|Marzo|Asturias|COLES|92,61|112,08|1,21|13,24|0,09|0,1||
2018|Marzo|Asturias|PEPINOS|69,28|109,02|1,57|18,02|0,06|0,1||
2018|Marzo|Asturias|JUDIAS VERDES|61,7|175,1|2,84|19,44|0,06|0,16||
2018|Marzo|Asturias|PIMIENTOS|406,8|808,22|1,99|63,14|0,38|0,75||
2018|Marzo|Asturias|CHAMPIÑONES+O.SETAS|115,23|487,87|4,23|40,2|0,11|0,45||
2018|Marzo|Asturias|LECHUGA/ESC./ENDIVIA|250,18|610,51|2,44|48,81|0,23|0,56||
2018|Marzo|Asturias|ESPARRAGOS|48,15|84,14|1,75|5,43|0,04|0,08||
2018|Marzo|Asturias|VERDURAS DE HOJA|74,49|162,89|2,19|12,9|0,07|0,15||
2018|Marzo|Asturias|BERENJENAS|83,17|117,29|1,41|27,01|0,08|0,11||
2018|Marzo|Asturias|ZANAHORIAS|218,7|213,4|0,98|41,09|0,2|0,2||
2018|Marzo|Asturias|CALABACINES|220,55|287,97|1,31|44,24|0,2|0,27||
2018|Marzo|Asturias|OTR.HORTALIZAS/VERD.|672,28|1526,47|2,27|71,39|0,62|1,41||
2018|Marzo|Asturias|BROCOLI|104,48|153,19|1,47|25,07|0,1|0,14||
2018|Marzo|Asturias|ALCACHOFAS|86,8|123,05|1,42|17,05|0,08|0,11||
2018|Marzo|Asturias|VERD./HORT. IV GAMA|526,42|1366,21|2,6|55,97|0,49|1,26||
2018|Marzo|Baleares|TOTAL PATATAS|2987,12|2483,91|0,83|81,13|2,9|2,41||
2018|Marzo|Baleares|PATATAS FRESCAS|2099,59|1480,23|0,71|75,7|2,04|1,44||
2018|Marzo|Baleares|PATATAS CONGELADAS|106,78|132,73|1,24|10,45|0,1|0,13||
2018|Marzo|Baleares|PATATAS PROCESADAS|156,15|870,95|5,58|51,99|0,15|0,85||
2018|Marzo|Baleares|T.HORTALIZAS FRESCAS|5728,03|10921,54|1,91|95,81|5,56|10,6||
2018|Marzo|Baleares|TOMATES|1231,45|2027,78|1,65|87,79|1,2|1,97||
2018|Marzo|Baleares|CEBOLLAS|871,71|1013,16|1,16|80,46|0,85|0,98||
2018|Marzo|Baleares|AJOS|60,98|263,95|4,33|36,55|0,06|0,26||
2018|Marzo|Baleares|COLES|92,78|109,87|1,18|20,12|0,09|0,11||
2018|Marzo|Baleares|PEPINOS|104,61|179,9|1,72|18,48|0,1|0,17||
2018|Marzo|Baleares|JUDIAS VERDES|105,03|379,02|3,61|29,02|0,1|0,37||
2018|Marzo|Baleares|PIMIENTOS|561,25|1126,5|2,01|69,46|0,54|1,09||
2018|Marzo|Baleares|CHAMPIÑONES+O.SETAS|109,3|472,4|4,32|49,54|0,11|0,46||
2018|Marzo|Baleares|LECHUGA/ESC./ENDIVIA|237,29|758,8|3,2|62,93|0,23|0,74||
2018|Marzo|Baleares|ESPARRAGOS|15,02|86,31|5,75|7,03|0,01|0,08||
2018|Marzo|Baleares|VERDURAS DE HOJA|74,58|222,45|2,98|23,08|0,07|0,22||
2018|Marzo|Baleares|BERENJENAS|169,77|279,56|1,65|44,54|0,16|0,27||
2018|Marzo|Baleares|ZANAHORIAS|339,44|289,15|0,85|54,03|0,33|0,28||
2018|Marzo|Baleares|CALABACINES|317,75|501,25|1,58|49,23|0,31|0,49||
2018|Marzo|Baleares|OTR.HORTALIZAS/VERD.|1437,06|3211,45|2,23|83,98|1,39|3,12||
2018|Marzo|Baleares|BROCOLI|152,76|251,77|1,65|30,38|0,15|0,24||
2018|Marzo|Baleares|ALCACHOFAS|428|642,82|1,5|53,05|0,42|0,62||
2018|Marzo|Baleares|VERD./HORT. IV GAMA|541,74|1787,28|3,3|68,71|0,53|1,73||
2018|Marzo|Canarias|TOTAL PATATAS|5155,5|4898,74|0,95|77,57|2,36|2,24||
2018|Marzo|Canarias|PATATAS FRESCAS|4183,69|3910,27|0,93|66,4|1,91|1,79||
2018|Marzo|Canarias|PATATAS CONGELADAS|311,13|319,11|1,03|16,12|0,14|0,15||
2018|Marzo|Canarias|PATATAS PROCESADAS|132,14|669,36|5,07|37,49|0,06|0,31||
2018|Marzo|Canarias|T.HORTALIZAS FRESCAS|10900,84|19963,16|1,83|97,72|4,99|9,13||
2018|Marzo|Canarias|TOMATES|1877,49|3040,57|1,62|84,8|0,86|1,39||
2018|Marzo|Canarias|CEBOLLAS|1544,34|1637,43|1,06|77,18|0,71|0,75||
2018|Marzo|Canarias|AJOS|122,77|490,22|3,99|40,2|0,06|0,22||
2018|Marzo|Canarias|COLES|204,11|249,17|1,22|20,69|0,09|0,11||
2018|Marzo|Canarias|PEPINOS|317,29|464,29|1,46|30,35|0,15|0,21||
2018|Marzo|Canarias|JUDIAS VERDES|364,14|588,92|1,62|21,41|0,17|0,27||
2018|Marzo|Canarias|PIMIENTOS|1161,19|2136,8|1,84|72,7|0,53|0,98||
2018|Marzo|Canarias|CHAMPIÑONES+O.SETAS|301,28|975,03|3,24|41,13|0,14|0,45||
2018|Marzo|Canarias|LECHUGA/ESC./ENDIVIA|322,59|1202,97|3,73|47,4|0,15|0,55||
2018|Marzo|Canarias|ESPARRAGOS|39,39|123,15|3,13|4,76|0,02|0,06||
2018|Marzo|Canarias|VERDURAS DE HOJA|107,11|348,18|3,25|23,18|0,05|0,16||
2018|Marzo|Canarias|BERENJENAS|145,85|266,28|1,83|15,26|0,07|0,12||
2018|Marzo|Canarias|ZANAHORIAS|930,65|854,48|0,92|67,09|0,43|0,39||
2018|Marzo|Canarias|CALABACINES|1198,7|1553,22|1,3|69,14|0,55|0,71||
2018|Marzo|Canarias|OTR.HORTALIZAS/VERD.|2263,95|6032,46|2,66|85,61|1,04|2,76||
2018|Marzo|Canarias|BROCOLI|109,25|266,81|2,44|11,86|0,05|0,12||
2018|Marzo|Canarias|ALCACHOFAS|37,24|105,76|2,84|2,51|0,02|0,05||
2018|Marzo|Canarias|VERD./HORT. IV GAMA|1825,89|4114,91|2,25|71,11|0,84|1,88||
2018|Marzo|Cantabria|TOTAL PATATAS|1709,27|1372,77|0,8|80,63|3,07|2,47||
2018|Marzo|Cantabria|PATATAS FRESCAS|1392,19|1056,52|0,76|57,78|2,5|1,9||
2018|Marzo|Cantabria|PATATAS CONGELADAS|76,73|85,02|1,11|14,97|0,14|0,15||
2018|Marzo|Cantabria|PATATAS PROCESADAS|48,07|231,23|4,81|37,39|0,09|0,42||
