product|origen|Unidad|familia|YEAR|MONTH|price_mean|Volumen
LECHUGA LARGA|GRANADA|kg|HORTALIZAS HOJA|2019|7|0,558695652|39270
LECHUGA LARGA|GRANADA|kg|HORTALIZAS HOJA|2019|8|0,555263158|41100
LECHUGA LARGA|GRANADA|kg|HORTALIZAS HOJA|2019|9|0,536842105|33840
LECHUGA LARGA|GRANADA|kg|HORTALIZAS HOJA|2019|10|0,5375|31878
LECHUGA LARGA|GRANADA|kg|HORTALIZAS HOJA|2019|11|0,5|40050
LECHUGA LARGA|GRANADA|kg|HORTALIZAS HOJA|2019|12|0,534210526|47190
LECHUGA LARGA|GRANADA|kg|HORTALIZAS HOJA|2020|1|0,673809524|63918
LECHUGA LARGA|GRANADA|kg|HORTALIZAS HOJA|2020|2|0,6275|89430
LECHUGA LARGA|GRANADA|kg|HORTALIZAS HOJA|2020|3|0,628571429|95460
LECHUGA LARGA|GRANADA|kg|HORTALIZAS HOJA|2020|4|0,645|86340
LECHUGA LARGA|GRANADA|kg|HORTALIZAS HOJA|2020|5|0,5775|36870
LECHUGA LARGA|GRANADA|kg|HORTALIZAS HOJA|2020|6|0,5125|34878
LECHUGA LARGA|GRANADA|kg|HORTALIZAS HOJA|2020|7|0,48|40290
LECHUGA LARGA|GRANADA|kg|HORTALIZAS HOJA|2020|8|0,522222222|31380
LECHUGA LARGA|GRANADA|kg|HORTALIZAS HOJA|2020|9|0,54|51246
LECHUGA LARGA|GRANADA|kg|HORTALIZAS HOJA|2020|10|0,445|49050
LECHUGA LARGA|GRANADA|kg|HORTALIZAS HOJA|2020|11|0,633333333|26190
LECHUGA LARGA|GUADALAJARA|kg|HORTALIZAS HOJA|2020|5|0,6|8
LECHUGA LARGA|HUELVA|kg|HORTALIZAS HOJA|2019|12|0,45|820
LECHUGA LARGA|ISLANDIA|kg|HORTALIZAS HOJA|2018|4|0,3|27
LECHUGA LARGA|ITALIA|kg|HORTALIZAS HOJA|2020|11|0,55|282
LECHUGA LARGA|LERIDA|kg|HORTALIZAS HOJA|2019|3|0,55|1500
LECHUGA LARGA|LOGROÑO|kg|HORTALIZAS HOJA|2019|10|0,475|990
LECHUGA LARGA|LOGROÑO|kg|HORTALIZAS HOJA|2019|11|0,51|2064
LECHUGA LARGA|LOGROÑO|kg|HORTALIZAS HOJA|2019|12|0,5|330
LECHUGA LARGA|LOGROÑO|kg|HORTALIZAS HOJA|2020|3|0,68125|5346
LECHUGA LARGA|LOGROÑO|kg|HORTALIZAS HOJA|2020|4|0,6|600
LECHUGA LARGA|LOGROÑO|kg|HORTALIZAS HOJA|2020|5|0,75|576
LECHUGA LARGA|LOGROÑO|kg|HORTALIZAS HOJA|2020|11|0,733333333|1482
LECHUGA LARGA|MADRID|kg|HORTALIZAS HOJA|2019|4|0,433333333|180
LECHUGA LARGA|MURCIA|kg|HORTALIZAS HOJA|2018|1|0,395238095|21328
LECHUGA LARGA|MURCIA|kg|HORTALIZAS HOJA|2018|2|0,52|13093
LECHUGA LARGA|MURCIA|kg|HORTALIZAS HOJA|2018|3|0,3175|6982
LECHUGA LARGA|MURCIA|kg|HORTALIZAS HOJA|2018|4|0,363333333|24388
LECHUGA LARGA|MURCIA|kg|HORTALIZAS HOJA|2018|5|0,479545455|41850
LECHUGA LARGA|MURCIA|kg|HORTALIZAS HOJA|2018|6|0,561904762|56139
LECHUGA LARGA|MURCIA|kg|HORTALIZAS HOJA|2018|7|0,433181818|46780
LECHUGA LARGA|MURCIA|kg|HORTALIZAS HOJA|2018|8|0,449444444|18650
LECHUGA LARGA|MURCIA|kg|HORTALIZAS HOJA|2018|9|0,544117647|16246
LECHUGA LARGA|MURCIA|kg|HORTALIZAS HOJA|2018|10|0,7015|20137
LECHUGA LARGA|MURCIA|kg|HORTALIZAS HOJA|2018|11|0,597368421|241188
LECHUGA LARGA|MURCIA|kg|HORTALIZAS HOJA|2018|12|0,6|26193
LECHUGA LARGA|MURCIA|kg|HORTALIZAS HOJA|2019|1|0,661363636|49248
LECHUGA LARGA|MURCIA|kg|HORTALIZAS HOJA|2019|2|0,6025|105729
LECHUGA LARGA|MURCIA|kg|HORTALIZAS HOJA|2019|3|0,502380952|112776
LECHUGA LARGA|MURCIA|kg|HORTALIZAS HOJA|2019|4|0,48|103016
LECHUGA LARGA|MURCIA|kg|HORTALIZAS HOJA|2019|5|0,509090909|191655
LECHUGA LARGA|MURCIA|kg|HORTALIZAS HOJA|2019|6|0,566666667|163253
LECHUGA LARGA|MURCIA|kg|HORTALIZAS HOJA|2019|7|0,558695652|145246
LECHUGA LARGA|MURCIA|kg|HORTALIZAS HOJA|2019|8|0,55952381|195679
LECHUGA LARGA|MURCIA|kg|HORTALIZAS HOJA|2019|9|0,536842105|219601
LECHUGA LARGA|MURCIA|kg|HORTALIZAS HOJA|2019|10|0,534782609|228906
LECHUGA LARGA|MURCIA|kg|HORTALIZAS HOJA|2019|11|0,5|317317
LECHUGA LARGA|MURCIA|kg|HORTALIZAS HOJA|2019|12|0,534210526|67354
LECHUGA LARGA|MURCIA|kg|HORTALIZAS HOJA|2020|1|0,673809524|138174
LECHUGA LARGA|MURCIA|kg|HORTALIZAS HOJA|2020|2|0,6275|77792
LECHUGA LARGA|MURCIA|kg|HORTALIZAS HOJA|2020|3|0,631818182|91610
LECHUGA LARGA|MURCIA|kg|HORTALIZAS HOJA|2020|4|0,645|100110
LECHUGA LARGA|MURCIA|kg|HORTALIZAS HOJA|2020|5|0,5775|201843
LECHUGA LARGA|MURCIA|kg|HORTALIZAS HOJA|2020|6|0,5125|180490
LECHUGA LARGA|MURCIA|kg|HORTALIZAS HOJA|2020|7|0,476086957|185147
LECHUGA LARGA|MURCIA|kg|HORTALIZAS HOJA|2020|8|0,519047619|161874
LECHUGA LARGA|MURCIA|kg|HORTALIZAS HOJA|2020|9|0,54|202120
LECHUGA LARGA|MURCIA|kg|HORTALIZAS HOJA|2020|10|0,442857143|135785
LECHUGA LARGA|MURCIA|kg|HORTALIZAS HOJA|2020|11|0,60952381|117644
LECHUGA LARGA|NAVARRA|kg|HORTALIZAS HOJA|2018|7|0,4|280
LECHUGA LARGA|OTRAS PROVINCIAS|kg|HORTALIZAS HOJA|2018|4|0,35|4395
LECHUGA LARGA|OTRAS PROVINCIAS|kg|HORTALIZAS HOJA|2018|7|0,44|624
LECHUGA LARGA|OTRAS PROVINCIAS|kg|HORTALIZAS HOJA|2018|8|0,45|1915
LECHUGA LARGA|OTRAS PROVINCIAS|kg|HORTALIZAS HOJA|2018|9|0,64|3659
LECHUGA LARGA|OTRAS PROVINCIAS|kg|HORTALIZAS HOJA|2018|10|0,68625|4563
LECHUGA LARGA|OTRAS PROVINCIAS|kg|HORTALIZAS HOJA|2018|11|0,64|4385
LECHUGA LARGA|OTRAS PROVINCIAS|kg|HORTALIZAS HOJA|2018|12|0,6|3874
LECHUGA LARGA|OTRAS PROVINCIAS|kg|HORTALIZAS HOJA|2019|1|0,633333333|3730
LECHUGA LARGA|OTRAS PROVINCIAS|kg|HORTALIZAS HOJA|2019|2|0,55|80
LECHUGA LARGA|OTRAS PROVINCIAS|kg|HORTALIZAS HOJA|2019|4|0,483333333|2680
LECHUGA LARGA|OTRAS PROVINCIAS|kg|HORTALIZAS HOJA|2019|6|0,6|6150
LECHUGA LARGA|OTRAS PROVINCIAS|kg|HORTALIZAS HOJA|2019|7|0,55|4880
LECHUGA LARGA|OTRAS PROVINCIAS|kg|HORTALIZAS HOJA|2019|12|0,511111111|996
LECHUGA LARGA|OTRAS PROVINCIAS|kg|HORTALIZAS HOJA|2020|2|0,7375|2470
LECHUGA LARGA|OTRAS PROVINCIAS|kg|HORTALIZAS HOJA|2020|6|0,55|968
LECHUGA LARGA|OTRAS PROVINCIAS|kg|HORTALIZAS HOJA|2020|7|0,5|312
LECHUGA LARGA|OTROS AMERICA|kg|HORTALIZAS HOJA|2019|4|0,5|360
LECHUGA LARGA|PALENCIA|kg|HORTALIZAS HOJA|2018|3|0,3|24
LECHUGA LARGA|PALENCIA|kg|HORTALIZAS HOJA|2018|5|0,5|16
LECHUGA LARGA|PALENCIA|kg|HORTALIZAS HOJA|2018|6|0,55|168
LECHUGA LARGA|SEVILLA|kg|HORTALIZAS HOJA|2019|2|0,65|600
LECHUGA LARGA|TARRAGONA|kg|HORTALIZAS HOJA|2018|1|0,4|336
LECHUGA LARGA|TARRAGONA|kg|HORTALIZAS HOJA|2018|2|0,375|206
LECHUGA LARGA|TARRAGONA|kg|HORTALIZAS HOJA|2018|3|0,303636364|3058
LECHUGA LARGA|TARRAGONA|kg|HORTALIZAS HOJA|2018|4|0,366|3114
LECHUGA LARGA|TARRAGONA|kg|HORTALIZAS HOJA|2018|5|0,478125|12032
LECHUGA LARGA|TARRAGONA|kg|HORTALIZAS HOJA|2018|6|0,561764706|18330
LECHUGA LARGA|TARRAGONA|kg|HORTALIZAS HOJA|2018|7|0,432857143|22994
LECHUGA LARGA|TARRAGONA|kg|HORTALIZAS HOJA|2018|8|0,449285714|12744
LECHUGA LARGA|TARRAGONA|kg|HORTALIZAS HOJA|2018|9|0,563333333|12734
LECHUGA LARGA|TARRAGONA|kg|HORTALIZAS HOJA|2018|10|0,7025|11480
LECHUGA LARGA|TARRAGONA|kg|HORTALIZAS HOJA|2018|11|0,61|10556
LECHUGA LARGA|TARRAGONA|kg|HORTALIZAS HOJA|2019|1|0,7|2272
LECHUGA LARGA|TARRAGONA|kg|HORTALIZAS HOJA|2019|2|0,625|4752
LECHUGA LARGA|TARRAGONA|kg|HORTALIZAS HOJA|2019|3|0,5|748
LECHUGA LARGA|TARRAGONA|kg|HORTALIZAS HOJA|2019|4|0,478571429|4566
LECHUGA LARGA|TARRAGONA|kg|HORTALIZAS HOJA|2019|5|0,506666667|17474
LECHUGA LARGA|TARRAGONA|kg|HORTALIZAS HOJA|2019|6|0,564705882|15330
LECHUGA LARGA|TARRAGONA|kg|HORTALIZAS HOJA|2019|7|0,558695652|16832
LECHUGA LARGA|TARRAGONA|kg|HORTALIZAS HOJA|2019|8|0,556666667|14454
LECHUGA LARGA|TARRAGONA|kg|HORTALIZAS HOJA|2019|9|0,538235294|11186
LECHUGA LARGA|TARRAGONA|kg|HORTALIZAS HOJA|2019|10|0,5375|17682
LECHUGA LARGA|TARRAGONA|kg|HORTALIZAS HOJA|2019|11|0,483333333|12186
LECHUGA LARGA|TARRAGONA|kg|HORTALIZAS HOJA|2019|12|0,575|3288
LECHUGA LARGA|TARRAGONA|kg|HORTALIZAS HOJA|2020|1|0,63|4248
LECHUGA LARGA|TARRAGONA|kg|HORTALIZAS HOJA|2020|2|0,675|2282
LECHUGA LARGA|TARRAGONA|kg|HORTALIZAS HOJA|2020|3|0,60625|1750
LECHUGA LARGA|TARRAGONA|kg|HORTALIZAS HOJA|2020|4|0,625|3294
LECHUGA LARGA|TARRAGONA|kg|HORTALIZAS HOJA|2020|5|0,576666667|13066
LECHUGA LARGA|TARRAGONA|kg|HORTALIZAS HOJA|2020|6|0,516666667|13954
LECHUGA LARGA|TARRAGONA|kg|HORTALIZAS HOJA|2020|7|0,478571429|14200
LECHUGA LARGA|TARRAGONA|kg|HORTALIZAS HOJA|2020|8|0,508333333|6698
LECHUGA LARGA|TARRAGONA|kg|HORTALIZAS HOJA|2020|9|0,56|10288
LECHUGA LARGA|TARRAGONA|kg|HORTALIZAS HOJA|2020|10|0,457692308|9284
LECHUGA LARGA|TARRAGONA|kg|HORTALIZAS HOJA|2020|11|0,59|8400
LECHUGA LARGA|VALENCIA|kg|HORTALIZAS HOJA|2018|1|0,394117647|14882
LECHUGA LARGA|VALENCIA|kg|HORTALIZAS HOJA|2018|2|0,475|7200
LECHUGA LARGA|VALENCIA|kg|HORTALIZAS HOJA|2018|3|0,302857143|4800
LECHUGA LARGA|VALENCIA|kg|HORTALIZAS HOJA|2018|4|0,3|2160
LECHUGA LARGA|VALENCIA|kg|HORTALIZAS HOJA|2018|6|0,6|440
LECHUGA LARGA|VALENCIA|kg|HORTALIZAS HOJA|2018|11|0,64375|6976
LECHUGA LARGA|VALENCIA|kg|HORTALIZAS HOJA|2018|12|0,6|960
LECHUGA LARGA|VALENCIA|kg|HORTALIZAS HOJA|2019|1|0,636363636|5760
LECHUGA LARGA|VALENCIA|kg|HORTALIZAS HOJA|2019|2|0,571428571|3390
LECHUGA LARGA|VALENCIA|kg|HORTALIZAS HOJA|2019|3|0,507692308|7414
LECHUGA LARGA|VALENCIA|kg|HORTALIZAS HOJA|2019|4|0,481818182|5280
LECHUGA LARGA|VALENCIA|kg|HORTALIZAS HOJA|2019|5|0,45|960
LECHUGA LARGA|VALENCIA|kg|HORTALIZAS HOJA|2019|8|0,55|1000
LECHUGA LARGA|VALENCIA|kg|HORTALIZAS HOJA|2019|10|0,45|128
LECHUGA LARGA|VALENCIA|kg|HORTALIZAS HOJA|2019|11|0,5|133
LECHUGA LARGA|VALENCIA|kg|HORTALIZAS HOJA|2020|10|0,55|6064
LECHUGA LARGA|VALENCIA|kg|HORTALIZAS HOJA|2020|11|0,641666667|11368
LECHUGA SIN DETERMINAR|ALBACETE|kg|HORTALIZAS HOJA|2018|1|0,6|2035
LECHUGA SIN DETERMINAR|ALBACETE|kg|HORTALIZAS HOJA|2018|2|0,6|1790
LECHUGA SIN DETERMINAR|ALBACETE|kg|HORTALIZAS HOJA|2018|3|0,6|1940
LECHUGA SIN DETERMINAR|ALBACETE|kg|HORTALIZAS HOJA|2018|4|0,6|2165
LECHUGA SIN DETERMINAR|ALBACETE|kg|HORTALIZAS HOJA|2018|5|0,597368421|2210
LECHUGA SIN DETERMINAR|ALBACETE|kg|HORTALIZAS HOJA|2018|6|0,5225|2435
LECHUGA SIN DETERMINAR|ALBACETE|kg|HORTALIZAS HOJA|2018|7|0,5|2556
LECHUGA SIN DETERMINAR|ALBACETE|kg|HORTALIZAS HOJA|2018|8|0,5|1069
LECHUGA SIN DETERMINAR|ALBACETE|kg|HORTALIZAS HOJA|2018|9|0,5|2845
LECHUGA SIN DETERMINAR|ALBACETE|kg|HORTALIZAS HOJA|2018|10|0,5|3090
LECHUGA SIN DETERMINAR|ALBACETE|kg|HORTALIZAS HOJA|2018|11|0,592857143|2115
LECHUGA SIN DETERMINAR|ALBACETE|kg|HORTALIZAS HOJA|2018|12|0,6|2295
LECHUGA SIN DETERMINAR|ALBACETE|kg|HORTALIZAS HOJA|2019|1|0,642857143|2915
LECHUGA SIN DETERMINAR|ALBACETE|kg|HORTALIZAS HOJA|2019|2|0,7|2065
LECHUGA SIN DETERMINAR|ALBACETE|kg|HORTALIZAS HOJA|2019|3|0,7|3193
LECHUGA SIN DETERMINAR|ALBACETE|kg|HORTALIZAS HOJA|2019|4|0,7|4296
LECHUGA SIN DETERMINAR|ALBACETE|kg|HORTALIZAS HOJA|2019|5|0,7|4122
LECHUGA SIN DETERMINAR|ALBACETE|kg|HORTALIZAS HOJA|2019|6|0,7|4461
LECHUGA SIN DETERMINAR|ALBACETE|kg|HORTALIZAS HOJA|2019|7|0,7|5095
LECHUGA SIN DETERMINAR|ALBACETE|kg|HORTALIZAS HOJA|2019|8|0,694736842|2771
LECHUGA SIN DETERMINAR|ALBACETE|kg|HORTALIZAS HOJA|2019|9|0,668421053|5885
LECHUGA SIN DETERMINAR|ALBACETE|kg|HORTALIZAS HOJA|2019|10|0,7|6586
LECHUGA SIN DETERMINAR|ALBACETE|kg|HORTALIZAS HOJA|2019|11|0,7|5050
LECHUGA SIN DETERMINAR|ALBACETE|kg|HORTALIZAS HOJA|2019|12|0,7|4429
LECHUGA SIN DETERMINAR|ALBACETE|kg|HORTALIZAS HOJA|2020|1|0,694117647|3431
LECHUGA SIN DETERMINAR|ALBACETE|kg|HORTALIZAS HOJA|2020|2|0,65|1085
LECHUGA SIN DETERMINAR|ALBACETE|kg|HORTALIZAS HOJA|2020|3|0,5|482
LECHUGA SIN DETERMINAR|ALBACETE|kg|HORTALIZAS HOJA|2020|4|0,5|645
LECHUGA SIN DETERMINAR|ALBACETE|kg|HORTALIZAS HOJA|2020|5|0,5|2222
LECHUGA SIN DETERMINAR|ALBACETE|kg|HORTALIZAS HOJA|2020|6|0,5|3003
LECHUGA SIN DETERMINAR|ALBACETE|kg|HORTALIZAS HOJA|2020|7|0,5|2294
LECHUGA SIN DETERMINAR|ALBACETE|kg|HORTALIZAS HOJA|2020|8|0,5|1623
LECHUGA SIN DETERMINAR|ALBACETE|kg|HORTALIZAS HOJA|2020|9|0,5|2358
LECHUGA SIN DETERMINAR|ALBACETE|kg|HORTALIZAS HOJA|2020|10|0,5|1848
LECHUGA SIN DETERMINAR|ALBACETE|kg|HORTALIZAS HOJA|2020|11|0,542857143|2091
LECHUGA SIN DETERMINAR|ALEMANIA|kg|HORTALIZAS HOJA|2018|4|0,6|8150
LECHUGA SIN DETERMINAR|ALEMANIA|kg|HORTALIZAS HOJA|2018|5|0,597058824|60618
LECHUGA SIN DETERMINAR|ALEMANIA|kg|HORTALIZAS HOJA|2018|6|0,525|42350
LECHUGA SIN DETERMINAR|ALEMANIA|kg|HORTALIZAS HOJA|2018|7|0,5|50530
LECHUGA SIN DETERMINAR|ALEMANIA|kg|HORTALIZAS HOJA|2018|8|0,5|52649
LECHUGA SIN DETERMINAR|ALEMANIA|kg|HORTALIZAS HOJA|2018|9|0,5|3540
LECHUGA SIN DETERMINAR|ALEMANIA|kg|HORTALIZAS HOJA|2018|10|0,5|5460
LECHUGA SIN DETERMINAR|ALEMANIA|kg|HORTALIZAS HOJA|2018|11|0,6|12757
LECHUGA SIN DETERMINAR|ALEMANIA|kg|HORTALIZAS HOJA|2019|6|0,7|1620
LECHUGA SIN DETERMINAR|ALEMANIA|kg|HORTALIZAS HOJA|2019|7|0,7|17400
LECHUGA SIN DETERMINAR|ALEMANIA|kg|HORTALIZAS HOJA|2019|8|0,692307692|51300
LECHUGA SIN DETERMINAR|ALEMANIA|kg|HORTALIZAS HOJA|2019|9|0,65|39600
LECHUGA SIN DETERMINAR|ALEMANIA|kg|HORTALIZAS HOJA|2020|6|0,5|300
LECHUGA SIN DETERMINAR|ALEMANIA|kg|HORTALIZAS HOJA|2020|8|0,5|9600
LECHUGA SIN DETERMINAR|ALICANTE|kg|HORTALIZAS HOJA|2018|1|0,6|46289
LECHUGA SIN DETERMINAR|ALICANTE|kg|HORTALIZAS HOJA|2018|2|0,6|36972
LECHUGA SIN DETERMINAR|ALICANTE|kg|HORTALIZAS HOJA|2018|3|0,6|43963
LECHUGA SIN DETERMINAR|ALICANTE|kg|HORTALIZAS HOJA|2018|4|0,6|53399
LECHUGA SIN DETERMINAR|ALICANTE|kg|HORTALIZAS HOJA|2018|5|0,597727273|60633
LECHUGA SIN DETERMINAR|ALICANTE|kg|HORTALIZAS HOJA|2018|6|0,521428571|49838
LECHUGA SIN DETERMINAR|ALICANTE|kg|HORTALIZAS HOJA|2018|7|0,5|52367
LECHUGA SIN DETERMINAR|ALICANTE|kg|HORTALIZAS HOJA|2018|8|0,5|44173
LECHUGA SIN DETERMINAR|ALICANTE|kg|HORTALIZAS HOJA|2018|9|0,5|33401
LECHUGA SIN DETERMINAR|ALICANTE|kg|HORTALIZAS HOJA|2018|10|0,5|63794
LECHUGA SIN DETERMINAR|ALICANTE|kg|HORTALIZAS HOJA|2018|11|0,595238095|51416
LECHUGA SIN DETERMINAR|ALICANTE|kg|HORTALIZAS HOJA|2018|12|0,6|52957
LECHUGA SIN DETERMINAR|ALICANTE|kg|HORTALIZAS HOJA|2019|1|0,640909091|49827
LECHUGA SIN DETERMINAR|ALICANTE|kg|HORTALIZAS HOJA|2019|2|0,7|50907
LECHUGA SIN DETERMINAR|ALICANTE|kg|HORTALIZAS HOJA|2019|3|0,7|61699
LECHUGA SIN DETERMINAR|ALICANTE|kg|HORTALIZAS HOJA|2019|4|0,7|42540
LECHUGA SIN DETERMINAR|ALICANTE|kg|HORTALIZAS HOJA|2019|5|0,7|62094
LECHUGA SIN DETERMINAR|ALICANTE|kg|HORTALIZAS HOJA|2019|6|0,7|59160
LECHUGA SIN DETERMINAR|ALICANTE|kg|HORTALIZAS HOJA|2019|7|0,7|49213
LECHUGA SIN DETERMINAR|ALICANTE|kg|HORTALIZAS HOJA|2019|8|0,695|35643
LECHUGA SIN DETERMINAR|ALICANTE|kg|HORTALIZAS HOJA|2019|9|0,668421053|39785
LECHUGA SIN DETERMINAR|ALICANTE|kg|HORTALIZAS HOJA|2019|10|0,7|45719
LECHUGA SIN DETERMINAR|ALICANTE|kg|HORTALIZAS HOJA|2019|11|0,7|36840
LECHUGA SIN DETERMINAR|ALICANTE|kg|HORTALIZAS HOJA|2019|12|0,7|40010
LECHUGA SIN DETERMINAR|ALICANTE|kg|HORTALIZAS HOJA|2020|1|0,695|44835
LECHUGA SIN DETERMINAR|ALICANTE|kg|HORTALIZAS HOJA|2020|2|0,65|13325
LECHUGA SIN DETERMINAR|ALICANTE|kg|HORTALIZAS HOJA|2020|3|0,5|30923
LECHUGA SIN DETERMINAR|ALICANTE|kg|HORTALIZAS HOJA|2020|4|0,5|34113
LECHUGA SIN DETERMINAR|ALICANTE|kg|HORTALIZAS HOJA|2020|5|0,5|35144
LECHUGA SIN DETERMINAR|ALICANTE|kg|HORTALIZAS HOJA|2020|6|0,5|44051
LECHUGA SIN DETERMINAR|ALICANTE|kg|HORTALIZAS HOJA|2020|7|0,5|41490
LECHUGA SIN DETERMINAR|ALICANTE|kg|HORTALIZAS HOJA|2020|8|0,5|40662
LECHUGA SIN DETERMINAR|ALICANTE|kg|HORTALIZAS HOJA|2020|9|0,5|48315
LECHUGA SIN DETERMINAR|ALICANTE|kg|HORTALIZAS HOJA|2020|10|0,5|37131
LECHUGA SIN DETERMINAR|ALICANTE|kg|HORTALIZAS HOJA|2020|11|0,542857143|36828
LECHUGA SIN DETERMINAR|ALMERIA|kg|HORTALIZAS HOJA|2018|1|0,6|206404
LECHUGA SIN DETERMINAR|ALMERIA|kg|HORTALIZAS HOJA|2018|2|0,6|182617
LECHUGA SIN DETERMINAR|ALMERIA|kg|HORTALIZAS HOJA|2018|3|0,6|204224
LECHUGA SIN DETERMINAR|ALMERIA|kg|HORTALIZAS HOJA|2018|4|0,6|271192
LECHUGA SIN DETERMINAR|ALMERIA|kg|HORTALIZAS HOJA|2018|5|0,597727273|241042
LECHUGA SIN DETERMINAR|ALMERIA|kg|HORTALIZAS HOJA|2018|6|0,521428571|193090
LECHUGA SIN DETERMINAR|ALMERIA|kg|HORTALIZAS HOJA|2018|7|0,5|258110
LECHUGA SIN DETERMINAR|ALMERIA|kg|HORTALIZAS HOJA|2018|8|0,5|204293
LECHUGA SIN DETERMINAR|ALMERIA|kg|HORTALIZAS HOJA|2018|9|0,5|196727
LECHUGA SIN DETERMINAR|ALMERIA|kg|HORTALIZAS HOJA|2018|10|0,5|187256
LECHUGA SIN DETERMINAR|ALMERIA|kg|HORTALIZAS HOJA|2018|11|0,595238095|142241
LECHUGA SIN DETERMINAR|ALMERIA|kg|HORTALIZAS HOJA|2018|12|0,6|194600
LECHUGA SIN DETERMINAR|ALMERIA|kg|HORTALIZAS HOJA|2019|1|0,640909091|171693
LECHUGA SIN DETERMINAR|ALMERIA|kg|HORTALIZAS HOJA|2019|2|0,7|175923
LECHUGA SIN DETERMINAR|ALMERIA|kg|HORTALIZAS HOJA|2019|3|0,7|200466
LECHUGA SIN DETERMINAR|ALMERIA|kg|HORTALIZAS HOJA|2019|4|0,7|192354
LECHUGA SIN DETERMINAR|ALMERIA|kg|HORTALIZAS HOJA|2019|5|0,7|261458
LECHUGA SIN DETERMINAR|ALMERIA|kg|HORTALIZAS HOJA|2019|6|0,7|199504
LECHUGA SIN DETERMINAR|ALMERIA|kg|HORTALIZAS HOJA|2019|7|0,7|230473
LECHUGA SIN DETERMINAR|ALMERIA|kg|HORTALIZAS HOJA|2019|8|0,695|102297
LECHUGA SIN DETERMINAR|ALMERIA|kg|HORTALIZAS HOJA|2019|9|0,672222222|109104
LECHUGA SIN DETERMINAR|ALMERIA|kg|HORTALIZAS HOJA|2019|10|0,7|102430
LECHUGA SIN DETERMINAR|ALMERIA|kg|HORTALIZAS HOJA|2019|11|0,7|86134
LECHUGA SIN DETERMINAR|ALMERIA|kg|HORTALIZAS HOJA|2019|12|0,7|101747
LECHUGA SIN DETERMINAR|ALMERIA|kg|HORTALIZAS HOJA|2020|1|0,695238095|108372
LECHUGA SIN DETERMINAR|ALMERIA|kg|HORTALIZAS HOJA|2020|2|0,65|13793
LECHUGA SIN DETERMINAR|ALMERIA|kg|HORTALIZAS HOJA|2020|3|0,5|53246
LECHUGA SIN DETERMINAR|ALMERIA|kg|HORTALIZAS HOJA|2020|4|0,5|76893
LECHUGA SIN DETERMINAR|ALMERIA|kg|HORTALIZAS HOJA|2020|5|0,5|104106
LECHUGA SIN DETERMINAR|ALMERIA|kg|HORTALIZAS HOJA|2020|6|0,5|97847
LECHUGA SIN DETERMINAR|ALMERIA|kg|HORTALIZAS HOJA|2020|7|0,5|49395
LECHUGA SIN DETERMINAR|ALMERIA|kg|HORTALIZAS HOJA|2020|8|0,5|63944
LECHUGA SIN DETERMINAR|ALMERIA|kg|HORTALIZAS HOJA|2020|9|0,5|74061
LECHUGA SIN DETERMINAR|ALMERIA|kg|HORTALIZAS HOJA|2020|10|0,5|88071
LECHUGA SIN DETERMINAR|ALMERIA|kg|HORTALIZAS HOJA|2020|11|0,542857143|64266
LECHUGA SIN DETERMINAR|ARGENTINA|kg|HORTALIZAS HOJA|2018|2|0,6|528
LECHUGA SIN DETERMINAR|ARGENTINA|kg|HORTALIZAS HOJA|2018|3|0,6|1026
LECHUGA SIN DETERMINAR|ARGENTINA|kg|HORTALIZAS HOJA|2018|4|0,6|1218
LECHUGA SIN DETERMINAR|ARGENTINA|kg|HORTALIZAS HOJA|2018|5|0,575|240
LECHUGA SIN DETERMINAR|ARGENTINA|kg|HORTALIZAS HOJA|2018|6|0,515|948
LECHUGA SIN DETERMINAR|ARGENTINA|kg|HORTALIZAS HOJA|2018|7|0,5|240
LECHUGA SIN DETERMINAR|ARGENTINA|kg|HORTALIZAS HOJA|2018|8|0,5|180
LECHUGA SIN DETERMINAR|ARGENTINA|kg|HORTALIZAS HOJA|2018|9|0,5|1620
LECHUGA SIN DETERMINAR|ARGENTINA|kg|HORTALIZAS HOJA|2018|10|0,5|1374
LECHUGA SIN DETERMINAR|ARGENTINA|kg|HORTALIZAS HOJA|2018|11|0,6|184
LECHUGA SIN DETERMINAR|ARGENTINA|kg|HORTALIZAS HOJA|2018|12|0,6|480
LECHUGA SIN DETERMINAR|ARGENTINA|kg|HORTALIZAS HOJA|2019|1|0,6|504
LECHUGA SIN DETERMINAR|ARGENTINA|kg|HORTALIZAS HOJA|2019|4|0,7|60
LECHUGA SIN DETERMINAR|ARGENTINA|kg|HORTALIZAS HOJA|2019|7|0,7|180
LECHUGA SIN DETERMINAR|ARGENTINA|kg|HORTALIZAS HOJA|2019|12|0,7|266
LECHUGA SIN DETERMINAR|BADAJOZ|kg|HORTALIZAS HOJA|2019|6|0,7|839
LECHUGA SIN DETERMINAR|BADAJOZ|kg|HORTALIZAS HOJA|2019|7|0,7|9183
LECHUGA SIN DETERMINAR|BADAJOZ|kg|HORTALIZAS HOJA|2019|8|0,685714286|2148
LECHUGA SIN DETERMINAR|BADAJOZ|kg|HORTALIZAS HOJA|2019|9|0,66|390
LECHUGA SIN DETERMINAR|BADAJOZ|kg|HORTALIZAS HOJA|2019|12|0,7|236
LECHUGA SIN DETERMINAR|BADAJOZ|kg|HORTALIZAS HOJA|2020|7|0,5|3780
LECHUGA SIN DETERMINAR|BARCELONA|kg|HORTALIZAS HOJA|2018|1|0,6|255394
