product;origen;familia;price_mean_euro_kg;Volumen;date
CALÃOTS;BARCELONA;HORTALIZAS BULBOS;0.08;260;2018-06-01
CALÃOTS;BARCELONA;HORTALIZAS BULBOS;0.08;50;2018-08-01
CALÃOTS;BARCELONA;HORTALIZAS BULBOS;0.08;1110;2018-09-01
CALÃOTS;BARCELONA;HORTALIZAS BULBOS;0.091111111;3052;2018-10-01
CALÃOTS;BARCELONA;HORTALIZAS BULBOS;0.109;154454;2018-11-01
CALÃOTS;BARCELONA;HORTALIZAS BULBOS;0.09;172713;2018-12-01
CALÃOTS;BARCELONA;HORTALIZAS BULBOS;0.099545455;446803;2019-01-01
CALÃOTS;BARCELONA;HORTALIZAS BULBOS;0.127;1197163;2019-02-01
CALÃOTS;BARCELONA;HORTALIZAS BULBOS;0.138095238;2527720;2019-03-01
CALÃOTS;BARCELONA;HORTALIZAS BULBOS;0.1365;1230825;2019-04-01
CALÃOTS;BARCELONA;HORTALIZAS BULBOS;0.13;83274;2019-05-01
CALÃOTS;BARCELONA;HORTALIZAS BULBOS;0.16;3000;2019-08-01
CALÃOTS;BARCELONA;HORTALIZAS BULBOS;0.182;81182;2019-10-01
CALÃOTS;BARCELONA;HORTALIZAS BULBOS;0.1075;551556;2019-11-01
CALÃOTS;BARCELONA;HORTALIZAS BULBOS;0.11;403706;2019-12-01
CALÃOTS;BARCELONA;HORTALIZAS BULBOS;0.11;1773985;2020-01-01
CALÃOTS;BARCELONA;HORTALIZAS BULBOS;0.1;3907202;2020-02-01
CALÃOTS;BARCELONA;HORTALIZAS BULBOS;0.091363636;2114730;2020-03-01
CALÃOTS;BARCELONA;HORTALIZAS BULBOS;0.083684211;323106;2020-04-01
CALÃOTS;BARCELONA;HORTALIZAS BULBOS;0.076666667;7125;2020-05-01
CALÃOTS;BARCELONA;HORTALIZAS BULBOS;0.07;15250;2020-08-01
CALÃOTS;BARCELONA;HORTALIZAS BULBOS;0.07;4700;2020-09-01
CALÃOTS;BARCELONA;HORTALIZAS BULBOS;0.07;206083;2020-10-01
CALÃOTS;BARCELONA;HORTALIZAS BULBOS;0.073809524;497116;2020-11-01
CALÃOTS;BURGOS;HORTALIZAS BULBOS;0.08;420;2018-04-01
CALÃOTS;CATELLON;HORTALIZAS BULBOS;0.114;5325;2018-02-01
CALÃOTS;CATELLON;HORTALIZAS BULBOS;0.09;10625;2018-03-01
CALÃOTS;CATELLON;HORTALIZAS BULBOS;0.08;5820;2018-04-01
CALÃOTS;CATELLON;HORTALIZAS BULBOS;0.1;2000;2019-02-01
CALÃOTS;CATELLON;HORTALIZAS BULBOS;0.1;4675;2020-02-01
CALÃOTS;GERONA;HORTALIZAS BULBOS;0.11;81;2018-02-01
CALÃOTS;GERONA;HORTALIZAS BULBOS;0.09;45;2018-03-01
CALÃOTS;GERONA;HORTALIZAS BULBOS;0.09;30;2018-12-01
CALÃOTS;GERONA;HORTALIZAS BULBOS;0.1;135;2019-01-01
CALÃOTS;GERONA;HORTALIZAS BULBOS;0.11;120;2019-12-01
CALÃOTS;LERIDA;HORTALIZAS BULBOS;0.116;51175;2018-02-01
CALÃOTS;LERIDA;HORTALIZAS BULBOS;0.088888889;146925;2018-03-01
CALÃOTS;LERIDA;HORTALIZAS BULBOS;0.08;118963;2018-04-01
CALÃOTS;LERIDA;HORTALIZAS BULBOS;0.08;32365;2018-08-01
CALÃOTS;LERIDA;HORTALIZAS BULBOS;0.08;9280;2018-09-01
CALÃOTS;LERIDA;HORTALIZAS BULBOS;0.114545455;67705;2018-11-01
CALÃOTS;LERIDA;HORTALIZAS BULBOS;0.1;65044;2019-01-01
CALÃOTS;LERIDA;HORTALIZAS BULBOS;0.136666667;35290;2019-02-01
CALÃOTS;LERIDA;HORTALIZAS BULBOS;0.137142857;36674;2019-03-01
CALÃOTS;LERIDA;HORTALIZAS BULBOS;0.1375;28600;2019-04-01
CALÃOTS;LERIDA;HORTALIZAS BULBOS;0.11;62050;2019-12-01
CALÃOTS;LERIDA;HORTALIZAS BULBOS;0.11;4100;2020-01-01
CALÃOTS;LERIDA;HORTALIZAS BULBOS;0.1;99691;2020-02-01
CALÃOTS;LERIDA;HORTALIZAS BULBOS;0.091111111;23325;2020-03-01
CALÃOTS;LERIDA;HORTALIZAS BULBOS;0.09;8725;2020-04-01
CALÃOTS;MURCIA;HORTALIZAS BULBOS;0.11;5000;2018-01-01
CALÃOTS;MURCIA;HORTALIZAS BULBOS;0.116666667;2149;2018-02-01
CALÃOTS;MURCIA;HORTALIZAS BULBOS;0.09;2400;2018-03-01
CALÃOTS;MURCIA;HORTALIZAS BULBOS;0.08;1200;2018-04-01
CALÃOTS;MURCIA;HORTALIZAS BULBOS;0.1;19975;2019-01-01
CALÃOTS;MURCIA;HORTALIZAS BULBOS;0.1;7450;2019-02-01
CALÃOTS;OTRAS PROVINCIAS;HORTALIZAS BULBOS;0.08;8035;2018-04-01
CALÃOTS;OTRAS PROVINCIAS;HORTALIZAS BULBOS;0.08;240;2018-09-01
CALÃOTS;OTRAS PROVINCIAS;HORTALIZAS BULBOS;0.12;180;2018-11-01
CALÃOTS;OTRAS PROVINCIAS;HORTALIZAS BULBOS;0.1;13132;2019-01-01
CALÃOTS;OTRAS PROVINCIAS;HORTALIZAS BULBOS;0.1;4950;2019-02-01
CALÃOTS;OTRAS PROVINCIAS;HORTALIZAS BULBOS;0.136666667;5329;2019-04-01
CALÃOTS;OTRAS PROVINCIAS;HORTALIZAS BULBOS;0.11;17260;2019-12-01
CALÃOTS;OTRAS PROVINCIAS;HORTALIZAS BULBOS;0.1;35509;2020-02-01
CALÃOTS;SEGOVIA;HORTALIZAS BULBOS;0.135;61700;2019-04-01
CALÃOTS;SEGOVIA;HORTALIZAS BULBOS;0.09;10250;2020-03-01
CALÃOTS;SORIA;HORTALIZAS BULBOS;0.08;21478;2018-04-01
CALÃOTS;TARRAGONA;HORTALIZAS BULBOS;0.107142857;2087980;2018-01-01
CALÃOTS;TARRAGONA;HORTALIZAS BULBOS;0.114666667;1670904;2018-02-01
CALÃOTS;TARRAGONA;HORTALIZAS BULBOS;0.09047619;3686603;2018-03-01
CALÃOTS;TARRAGONA;HORTALIZAS BULBOS;0.08;949185;2018-04-01
CALÃOTS;TARRAGONA;HORTALIZAS BULBOS;0.08;39938;2018-05-01
CALÃOTS;TARRAGONA;HORTALIZAS BULBOS;0.08875;92075;2018-10-01
CALÃOTS;TARRAGONA;HORTALIZAS BULBOS;0.10952381;560553;2018-11-01
CALÃOTS;TARRAGONA;HORTALIZAS BULBOS;0.09;589207;2018-12-01
CALÃOTS;TARRAGONA;HORTALIZAS BULBOS;0.099545455;2105278;2019-01-01
CALÃOTS;TARRAGONA;HORTALIZAS BULBOS;0.127;3591914;2019-02-01
CALÃOTS;TARRAGONA;HORTALIZAS BULBOS;0.136363636;2187135;2019-03-01
CALÃOTS;TARRAGONA;HORTALIZAS BULBOS;0.1375;92504;2019-04-01
CALÃOTS;TARRAGONA;HORTALIZAS BULBOS;0.16;21500;2019-08-01
CALÃOTS;TARRAGONA;HORTALIZAS BULBOS;0.16;8500;2019-09-01
CALÃOTS;TARRAGONA;HORTALIZAS BULBOS;0.136;4200;2019-10-01
CALÃOTS;TARRAGONA;HORTALIZAS BULBOS;0.109285714;162214;2019-11-01
CALÃOTS;TARRAGONA;HORTALIZAS BULBOS;0.11;574537;2019-12-01
CALÃOTS;TARRAGONA;HORTALIZAS BULBOS;0.11;360838;2020-01-01
CALÃOTS;TARRAGONA;HORTALIZAS BULBOS;0.1;1470482;2020-02-01
CALÃOTS;TARRAGONA;HORTALIZAS BULBOS;0.092142857;277119;2020-03-01
CALÃOTS;TARRAGONA;HORTALIZAS BULBOS;0.087142857;4234;2020-04-01
CALÃOTS;VALENCIA;HORTALIZAS BULBOS;0.12;440;2018-02-01
CALÃOTS;VALENCIA;HORTALIZAS BULBOS;0.09;21630;2018-03-01
CALÃOTS;VALENCIA;HORTALIZAS BULBOS;0.09;160;2018-12-01
CALÃOTS;VALENCIA;HORTALIZAS BULBOS;0.1;240;2019-02-01
CALÃOTS;VALLADOLID;HORTALIZAS BULBOS;0.08;200;2020-11-01
CALÃOTS;ZARAGOZA;HORTALIZAS BULBOS;0.12;30;2018-10-01
CALÃOTS;ZARAGOZA;HORTALIZAS BULBOS;0.09;79536;2018-12-01
CALÃOTS;ZARAGOZA;HORTALIZAS BULBOS;0.16;25;2019-10-01
CARACOLES;ALBACETE;OTROS OTROS;4.2;100;2018-01-01
CARACOLES;ALBACETE;OTROS OTROS;4.2;30;2018-02-01
CARACOLES;ALBACETE;OTROS OTROS;4.15;100;2018-06-01
CARACOLES;ALBACETE;OTROS OTROS;4.0;70;2019-02-01
CARACOLES;ALICANTE;OTROS OTROS;4.2;1061;2018-01-01
CARACOLES;ALICANTE;OTROS OTROS;4.2;693;2018-02-01
CARACOLES;ALICANTE;OTROS OTROS;4.155;902;2018-03-01
CARACOLES;ALICANTE;OTROS OTROS;4.15;2148;2018-04-01
CARACOLES;ALICANTE;OTROS OTROS;4.15;6430;2018-05-01
CARACOLES;ALICANTE;OTROS OTROS;4.15;5794;2018-06-01
CARACOLES;ALICANTE;OTROS OTROS;4.0;4132;2018-07-01
CARACOLES;ALICANTE;OTROS OTROS;4.0;3394;2018-08-01
CARACOLES;ALICANTE;OTROS OTROS;4.0;2461;2018-09-01
CARACOLES;ALICANTE;OTROS OTROS;4.0;3657;2018-10-01
CARACOLES;ALICANTE;OTROS OTROS;4.0;1173;2018-11-01
CARACOLES;ALICANTE;OTROS OTROS;4.0;1716;2018-12-01
CARACOLES;ALICANTE;OTROS OTROS;4.0;1511;2019-01-01
CARACOLES;ALICANTE;OTROS OTROS;4.0;1128;2019-02-01
CARACOLES;ALICANTE;OTROS OTROS;4.0;524;2019-03-01
CARACOLES;ALICANTE;OTROS OTROS;4.0;1331;2019-04-01
CARACOLES;ALICANTE;OTROS OTROS;4.0;3146;2019-05-01
CARACOLES;ALICANTE;OTROS OTROS;4.0;5509;2019-06-01
CARACOLES;ALICANTE;OTROS OTROS;4.1;4985;2019-07-01
CARACOLES;ALICANTE;OTROS OTROS;4.5;2737;2019-08-01
CARACOLES;ALICANTE;OTROS OTROS;4.5;1298;2019-10-01
CARACOLES;ALICANTE;OTROS OTROS;4.5;1901;2019-11-01
CARACOLES;ALICANTE;OTROS OTROS;5.0625;1688;2019-12-01
CARACOLES;ALICANTE;OTROS OTROS;6.0;1462;2020-01-01
CARACOLES;ALICANTE;OTROS OTROS;6.0;1362;2020-02-01
CARACOLES;ALICANTE;OTROS OTROS;6.0;431;2020-03-01
CARACOLES;ALICANTE;OTROS OTROS;6.0;77;2020-04-01
CARACOLES;ALICANTE;OTROS OTROS;6.0;3520;2020-05-01
CARACOLES;ALICANTE;OTROS OTROS;6.0;9562;2020-06-01
CARACOLES;ALICANTE;OTROS OTROS;4.75;4472;2020-07-01
CARACOLES;ALICANTE;OTROS OTROS;4.0;3799;2020-08-01
CARACOLES;ALICANTE;OTROS OTROS;4.0;5525;2020-09-01
CARACOLES;ALICANTE;OTROS OTROS;4.0;3519;2020-10-01
CARACOLES;ALICANTE;OTROS OTROS;4.375;2594;2020-11-01
CARACOLES;BADAJOZ;OTROS OTROS;4.0;1920;2018-07-01
CARACOLES;BADAJOZ;OTROS OTROS;4.0;1040;2018-08-01
CARACOLES;BADAJOZ;OTROS OTROS;4.0;3120;2018-09-01
CARACOLES;BADAJOZ;OTROS OTROS;4.0;4160;2019-07-01
CARACOLES;BADAJOZ;OTROS OTROS;4.5;5120;2019-08-01
CARACOLES;BARCELONA;OTROS OTROS;4.2;1377;2018-01-01
CARACOLES;BARCELONA;OTROS OTROS;4.2;1489;2018-02-01
CARACOLES;BARCELONA;OTROS OTROS;4.159090909;1958;2018-03-01
CARACOLES;BARCELONA;OTROS OTROS;4.15;1967;2018-04-01
CARACOLES;BARCELONA;OTROS OTROS;4.15;4216;2018-05-01
CARACOLES;BARCELONA;OTROS OTROS;4.15;3388;2018-06-01
CARACOLES;BARCELONA;OTROS OTROS;4.0;3253;2018-07-01
CARACOLES;BARCELONA;OTROS OTROS;4.0;1498;2018-08-01
CARACOLES;BARCELONA;OTROS OTROS;4.0;2193;2018-09-01
CARACOLES;BARCELONA;OTROS OTROS;4.0;3622;2018-10-01
CARACOLES;BARCELONA;OTROS OTROS;4.0;2583;2018-11-01
CARACOLES;BARCELONA;OTROS OTROS;4.0;1680;2018-12-01
CARACOLES;BARCELONA;OTROS OTROS;4.0;1442;2019-01-01
CARACOLES;BARCELONA;OTROS OTROS;4.0;1557;2019-02-01
CARACOLES;BARCELONA;OTROS OTROS;4.0;1622;2019-03-01
CARACOLES;BARCELONA;OTROS OTROS;4.0;2538;2019-04-01
CARACOLES;BARCELONA;OTROS OTROS;4.0;3009;2019-05-01
CARACOLES;BARCELONA;OTROS OTROS;4.0;4471;2019-06-01
CARACOLES;BARCELONA;OTROS OTROS;4.176470588;3510;2019-07-01
CARACOLES;BARCELONA;OTROS OTROS;4.5;1592;2019-08-01
CARACOLES;BARCELONA;OTROS OTROS;4.5;2499;2019-10-01
CARACOLES;BARCELONA;OTROS OTROS;4.5;3346;2019-11-01
CARACOLES;BARCELONA;OTROS OTROS;5.0;2908;2019-12-01
CARACOLES;BARCELONA;OTROS OTROS;6.0;2703;2020-01-01
CARACOLES;BARCELONA;OTROS OTROS;6.0;2228;2020-02-01
CARACOLES;BARCELONA;OTROS OTROS;6.0;1525;2020-03-01
CARACOLES;BARCELONA;OTROS OTROS;6.0;1060;2020-04-01
CARACOLES;BARCELONA;OTROS OTROS;6.0;3387;2020-05-01
CARACOLES;BARCELONA;OTROS OTROS;6.0;4812;2020-06-01
CARACOLES;BARCELONA;OTROS OTROS;4.588235294;3520;2020-07-01
CARACOLES;BARCELONA;OTROS OTROS;4.0;2374;2020-08-01
CARACOLES;BARCELONA;OTROS OTROS;4.0;2542;2020-09-01
CARACOLES;BARCELONA;OTROS OTROS;4.0;2686;2020-10-01
CARACOLES;BARCELONA;OTROS OTROS;4.25;2408;2020-11-01
CARACOLES;CATELLON;OTROS OTROS;4.0;45;2018-10-01
CARACOLES;CUENCA;OTROS OTROS;4.15;80;2018-03-01
CARACOLES;CUENCA;OTROS OTROS;4.15;23;2018-04-01
CARACOLES;CUENCA;OTROS OTROS;4.0;40;2018-10-01
CARACOLES;CUENCA;OTROS OTROS;4.0;15;2019-06-01
CARACOLES;CUENCA;OTROS OTROS;4.5;1026;2019-08-01
CARACOLES;CUENCA;OTROS OTROS;6.0;30;2020-02-01
CARACOLES;CUENCA;OTROS OTROS;4.0;10;2020-09-01
CARACOLES;GERONA;OTROS OTROS;4.0;470;2018-11-01
CARACOLES;GERONA;OTROS OTROS;4.0;380;2018-12-01
CARACOLES;GERONA;OTROS OTROS;4.0;625;2019-01-01
CARACOLES;GERONA;OTROS OTROS;4.0;298;2019-02-01
CARACOLES;GERONA;OTROS OTROS;4.0;464;2019-03-01
CARACOLES;GERONA;OTROS OTROS;4.0;651;2019-04-01
CARACOLES;GERONA;OTROS OTROS;4.0;461;2019-05-01
CARACOLES;GERONA;OTROS OTROS;4.0;175;2019-06-01
CARACOLES;GERONA;OTROS OTROS;4.25;99;2019-07-01
CARACOLES;GERONA;OTROS OTROS;4.5;27;2019-08-01
CARACOLES;GERONA;OTROS OTROS;4.5;130;2019-10-01
CARACOLES;GERONA;OTROS OTROS;4.5;270;2019-11-01
CARACOLES;GERONA;OTROS OTROS;4.5;156;2019-12-01
CARACOLES;GERONA;OTROS OTROS;6.0;316;2020-01-01
CARACOLES;GERONA;OTROS OTROS;6.0;390;2020-02-01
CARACOLES;GERONA;OTROS OTROS;6.0;738;2020-03-01
CARACOLES;GERONA;OTROS OTROS;6.0;1320;2020-04-01
CARACOLES;GERONA;OTROS OTROS;6.0;1434;2020-05-01
CARACOLES;GERONA;OTROS OTROS;6.0;3449;2020-06-01
CARACOLES;GERONA;OTROS OTROS;4.571428571;952;2020-07-01
CARACOLES;GERONA;OTROS OTROS;4.0;164;2020-08-01
CARACOLES;GERONA;OTROS OTROS;4.0;874;2020-09-01
CARACOLES;GERONA;OTROS OTROS;4.0;100;2020-10-01
CARACOLES;GERONA;OTROS OTROS;4.0;580;2020-11-01
CARACOLES;HUESCA;OTROS OTROS;4.2;952;2018-01-01
CARACOLES;HUESCA;OTROS OTROS;4.2;902;2018-02-01
CARACOLES;HUESCA;OTROS OTROS;4.157142857;1296;2018-03-01
CARACOLES;HUESCA;OTROS OTROS;4.15;896;2018-04-01
CARACOLES;HUESCA;OTROS OTROS;4.15;238;2018-05-01
CARACOLES;HUESCA;OTROS OTROS;4.15;690;2018-06-01
CARACOLES;HUESCA;OTROS OTROS;4.0;265;2018-07-01
CARACOLES;HUESCA;OTROS OTROS;4.0;630;2018-08-01
CARACOLES;HUESCA;OTROS OTROS;4.0;289;2018-09-01
CARACOLES;HUESCA;OTROS OTROS;4.0;409;2018-10-01
CARACOLES;HUESCA;OTROS OTROS;4.0;518;2018-11-01
CARACOLES;HUESCA;OTROS OTROS;4.0;137;2018-12-01
CARACOLES;HUESCA;OTROS OTROS;4.0;539;2019-01-01
CARACOLES;HUESCA;OTROS OTROS;4.0;108;2019-02-01
CARACOLES;HUESCA;OTROS OTROS;4.0;664;2019-03-01
CARACOLES;HUESCA;OTROS OTROS;4.0;765;2019-04-01
CARACOLES;HUESCA;OTROS OTROS;4.0;430;2019-05-01
CARACOLES;HUESCA;OTROS OTROS;4.0;314;2019-06-01
CARACOLES;HUESCA;OTROS OTROS;4.166666667;364;2019-07-01
CARACOLES;HUESCA;OTROS OTROS;4.5;191;2019-08-01
CARACOLES;HUESCA;OTROS OTROS;4.5;287;2019-10-01
CARACOLES;HUESCA;OTROS OTROS;4.5;174;2019-11-01
CARACOLES;HUESCA;OTROS OTROS;4.5;540;2019-12-01
CARACOLES;HUESCA;OTROS OTROS;6.0;298;2020-01-01
CARACOLES;HUESCA;OTROS OTROS;6.0;320;2020-02-01
CARACOLES;HUESCA;OTROS OTROS;6.0;184;2020-03-01
CARACOLES;HUESCA;OTROS OTROS;6.0;258;2020-05-01
CARACOLES;HUESCA;OTROS OTROS;6.0;599;2020-06-01
CARACOLES;HUESCA;OTROS OTROS;4.0;330;2020-07-01
CARACOLES;HUESCA;OTROS OTROS;4.0;332;2020-08-01
CARACOLES;HUESCA;OTROS OTROS;4.0;108;2020-09-01
CARACOLES;LA CORUÑA;OTROS OTROS;4.2;90;2018-01-01
CARACOLES;LA CORUÑA;OTROS OTROS;4.2;190;2018-02-01
CARACOLES;LA CORUÑA;OTROS OTROS;4.175;240;2018-03-01
CARACOLES;LA CORUÑA;OTROS OTROS;4.15;60;2018-04-01
CARACOLES;LA CORUÑA;OTROS OTROS;4.15;230;2018-05-01
CARACOLES;LA CORUÑA;OTROS OTROS;4.15;90;2018-06-01
CARACOLES;LA CORUÑA;OTROS OTROS;4.0;140;2018-07-01
CARACOLES;LA CORUÑA;OTROS OTROS;4.0;50;2018-08-01
CARACOLES;LA CORUÑA;OTROS OTROS;4.0;80;2018-09-01
CARACOLES;LA CORUÑA;OTROS OTROS;4.0;120;2018-10-01
CARACOLES;LA CORUÑA;OTROS OTROS;4.0;160;2018-11-01
CARACOLES;LA CORUÑA;OTROS OTROS;4.0;150;2018-12-01
CARACOLES;LA CORUÑA;OTROS OTROS;4.0;160;2019-01-01
CARACOLES;LA CORUÑA;OTROS OTROS;4.0;160;2019-02-01
CARACOLES;LA CORUÑA;OTROS OTROS;4.0;170;2019-05-01
CARACOLES;LA CORUÑA;OTROS OTROS;4.0;80;2019-06-01
CARACOLES;LA CORUÑA;OTROS OTROS;4.5;60;2019-07-01
CARACOLES;LA CORUÑA;OTROS OTROS;4.5;170;2019-11-01
CARACOLES;LA CORUÑA;OTROS OTROS;6.0;40;2019-12-01
CARACOLES;LA CORUÑA;OTROS OTROS;6.0;130;2020-01-01
CARACOLES;LA CORUÑA;OTROS OTROS;6.0;100;2020-02-01
CARACOLES;LA CORUÑA;OTROS OTROS;6.0;40;2020-03-01
CARACOLES;LERIDA;OTROS OTROS;4.2;470;2018-01-01
CARACOLES;LERIDA;OTROS OTROS;4.2;85;2018-02-01
CARACOLES;LERIDA;OTROS OTROS;4.164285714;780;2018-03-01
CARACOLES;LERIDA;OTROS OTROS;4.15;1015;2018-04-01
CARACOLES;LERIDA;OTROS OTROS;4.15;470;2018-05-01
CARACOLES;LERIDA;OTROS OTROS;4.15;865;2018-06-01
CARACOLES;LERIDA;OTROS OTROS;4.0;580;2018-07-01
CARACOLES;LERIDA;OTROS OTROS;4.0;960;2018-08-01
CARACOLES;LERIDA;OTROS OTROS;4.0;465;2018-09-01
CARACOLES;LERIDA;OTROS OTROS;4.0;1545;2018-10-01
CARACOLES;LERIDA;OTROS OTROS;4.0;455;2018-11-01
CARACOLES;LERIDA;OTROS OTROS;4.0;490;2018-12-01
CARACOLES;LERIDA;OTROS OTROS;4.0;880;2019-01-01
CARACOLES;LERIDA;OTROS OTROS;4.0;780;2019-02-01
CARACOLES;LERIDA;OTROS OTROS;4.0;930;2019-03-01
CARACOLES;LERIDA;OTROS OTROS;4.0;715;2019-04-01
CARACOLES;LERIDA;OTROS OTROS;4.0;1190;2019-05-01
CARACOLES;LERIDA;OTROS OTROS;4.0;1064;2019-06-01
CARACOLES;LERIDA;OTROS OTROS;4.214285714;255;2019-07-01
CARACOLES;LERIDA;OTROS OTROS;4.5;12274;2019-08-01
CARACOLES;LERIDA;OTROS OTROS;4.5;535;2019-10-01
CARACOLES;LERIDA;OTROS OTROS;4.5;130;2019-11-01
CARACOLES;LERIDA;OTROS OTROS;5.5;175;2019-12-01
CARACOLES;LERIDA;OTROS OTROS;6.0;355;2020-01-01
CARACOLES;LERIDA;OTROS OTROS;6.0;500;2020-02-01
CARACOLES;LERIDA;OTROS OTROS;6.0;262;2020-03-01
CARACOLES;LERIDA;OTROS OTROS;6.0;10;2020-04-01
CARACOLES;LERIDA;OTROS OTROS;6.0;300;2020-05-01
CARACOLES;LERIDA;OTROS OTROS;6.0;405;2020-06-01
CARACOLES;LERIDA;OTROS OTROS;4.8;4384;2020-07-01
CARACOLES;LERIDA;OTROS OTROS;4.0;16396;2020-08-01
CARACOLES;LERIDA;OTROS OTROS;4.0;25818;2020-09-01
CARACOLES;LERIDA;OTROS OTROS;4.0;1217;2020-10-01
CARACOLES;LERIDA;OTROS OTROS;4.0;145;2020-11-01
CARACOLES;OTRAS PROVINCIAS;OTROS OTROS;4.2;40;2018-01-01
CARACOLES;OTRAS PROVINCIAS;OTROS OTROS;4.15;70;2018-03-01
CARACOLES;OTRAS PROVINCIAS;OTROS OTROS;4.15;70;2018-04-01
CARACOLES;OTRAS PROVINCIAS;OTROS OTROS;4.0;90;2018-07-01
CARACOLES;OTRAS PROVINCIAS;OTROS OTROS;4.0;10;2018-09-01
CARACOLES;OTRAS PROVINCIAS;OTROS OTROS;4.0;5;2018-10-01
CARACOLES;OTRAS PROVINCIAS;OTROS OTROS;4.0;80;2018-11-01
CARACOLES;PALENCIA;OTROS OTROS;4.15;10;2018-06-01
CARACOLES;PORTUGAL;OTROS OTROS;4.15;100;2018-05-01
CARACOLES;PORTUGAL;OTROS OTROS;4.15;100;2018-06-01
CARACOLES;PORTUGAL;OTROS OTROS;4.0;100;2018-07-01
CARACOLES;PORTUGAL;OTROS OTROS;5.5;110;2020-11-01
CARACOLES;TARRAGONA;OTROS OTROS;4.2;50;2018-02-01
CARACOLES;TARRAGONA;OTROS OTROS;4.166666667;402;2018-03-01
CARACOLES;TARRAGONA;OTROS OTROS;4.15;432;2018-04-01
CARACOLES;TARRAGONA;OTROS OTROS;4.15;511;2018-05-01
CARACOLES;TARRAGONA;OTROS OTROS;4.15;170;2018-06-01
CARACOLES;TARRAGONA;OTROS OTROS;4.0;230;2018-07-01
CARACOLES;TARRAGONA;OTROS OTROS;4.0;863;2018-08-01
CARACOLES;TARRAGONA;OTROS OTROS;4.0;526;2018-09-01
CARACOLES;TARRAGONA;OTROS OTROS;4.0;612;2018-10-01
CARACOLES;TARRAGONA;OTROS OTROS;4.0;664;2018-11-01
CARACOLES;TARRAGONA;OTROS OTROS;4.0;754;2018-12-01
CARACOLES;TARRAGONA;OTROS OTROS;4.0;1006;2019-01-01
CARACOLES;TARRAGONA;OTROS OTROS;4.0;483;2019-02-01
CARACOLES;TARRAGONA;OTROS OTROS;4.0;463;2019-03-01
CARACOLES;TARRAGONA;OTROS OTROS;4.0;560;2019-04-01
CARACOLES;TARRAGONA;OTROS OTROS;4.0;1033;2019-05-01
CARACOLES;TARRAGONA;OTROS OTROS;4.0;420;2019-06-01
CARACOLES;TARRAGONA;OTROS OTROS;4.25;150;2019-07-01
CARACOLES;TARRAGONA;OTROS OTROS;4.5;12;2019-08-01
CARACOLES;TARRAGONA;OTROS OTROS;4.5;383;2019-10-01
CARACOLES;TARRAGONA;OTROS OTROS;4.5;803;2019-11-01
CARACOLES;TARRAGONA;OTROS OTROS;4.5;20;2019-12-01
CARACOLES;TARRAGONA;OTROS OTROS;6.0;664;2020-01-01
CARACOLES;TARRAGONA;OTROS OTROS;6.0;1108;2020-02-01
CARACOLES;TARRAGONA;OTROS OTROS;6.0;258;2020-04-01
CARACOLES;TARRAGONA;OTROS OTROS;6.0;349;2020-05-01
CARACOLES;TARRAGONA;OTROS OTROS;6.0;260;2020-06-01
CARACOLES;TARRAGONA;OTROS OTROS;4.0;321;2020-09-01
CARACOLES;TARRAGONA;OTROS OTROS;4.0;280;2020-10-01
CARACOLES;TARRAGONA;OTROS OTROS;4.0;240;2020-11-01
CARACOLES;VALENCIA;OTROS OTROS;4.2;1940;2018-01-01
CARACOLES;VALENCIA;OTROS OTROS;4.2;1598;2018-02-01
CARACOLES;VALENCIA;OTROS OTROS;4.175;2166;2018-03-01
CARACOLES;VALENCIA;OTROS OTROS;4.15;2847;2018-04-01
CARACOLES;VALENCIA;OTROS OTROS;4.15;4419;2018-05-01
CARACOLES;VALENCIA;OTROS OTROS;4.15;3802;2018-06-01
CARACOLES;VALENCIA;OTROS OTROS;4.0;1770;2018-07-01
CARACOLES;VALENCIA;OTROS OTROS;4.0;910;2018-08-01
CARACOLES;VALENCIA;OTROS OTROS;4.0;960;2018-09-01
CARACOLES;VALENCIA;OTROS OTROS;4.0;2311;2018-10-01
CARACOLES;VALENCIA;OTROS OTROS;4.0;1679;2018-11-01
CARACOLES;VALENCIA;OTROS OTROS;4.0;1968;2018-12-01
CARACOLES;VALENCIA;OTROS OTROS;4.0;2482;2019-01-01
CARACOLES;VALENCIA;OTROS OTROS;4.0;1019;2019-02-01
CARACOLES;VALENCIA;OTROS OTROS;4.0;3059;2019-03-01
CARACOLES;VALENCIA;OTROS OTROS;4.0;1913;2019-04-01
CARACOLES;VALENCIA;OTROS OTROS;4.0;2649;2019-05-01
CARACOLES;VALENCIA;OTROS OTROS;4.0;2559;2019-06-01
CARACOLES;VALENCIA;OTROS OTROS;4.0;1980;2019-07-01
CARACOLES;VALENCIA;OTROS OTROS;4.5;2520;2019-08-01
CARACOLES;VALENCIA;OTROS OTROS;4.5;720;2019-10-01
CARACOLES;VALENCIA;OTROS OTROS;4.5;840;2019-11-01
CARACOLES;VALENCIA;OTROS OTROS;4.5;960;2019-12-01
CARACOLES;VALENCIA;OTROS OTROS;6.0;1410;2020-01-01
CARACOLES;VALENCIA;OTROS OTROS;6.0;720;2020-02-01
CARACOLES;VALENCIA;OTROS OTROS;6.0;600;2020-03-01
CARACOLES;VALENCIA;OTROS OTROS;6.0;660;2020-04-01
CARACOLES;VALENCIA;OTROS OTROS;6.0;720;2020-05-01
CARACOLES;VALENCIA;OTROS OTROS;4.0;1440;2020-07-01
