año;mes;ccaa;producto;volumen_miles_de_kg;valor_miles_de_€;precio_medio_kg;penetración_%;consumo_per_capita;gasto_per_capita;date;Olas;Motivo_ola
2018;08;Castilla leon;Ciruelas;1049.75;1876.9;1.79;30.6;0.43;0.77;2018-08-01;Pre-covid;Pre-covid
2018;08;Castilla leon;Cerezas;394.46;1117.93;2.83;25.4;0.16;0.46;2018-08-01;Pre-covid;Pre-covid
2018;08;Castilla leon;Uvas;232.32;471.2;2.03;19.98;0.09;0.19;2018-08-01;Pre-covid;Pre-covid
2018;08;Castilla leon;Kiwi;570.14;2001.0;3.51;30.54;0.23;0.82;2018-08-01;Pre-covid;Pre-covid
2018;08;Castilla leon;Aguacate;161.3;511.38;3.17;21.83;0.07;0.21;2018-08-01;Pre-covid;Pre-covid
2018;08;Castilla leon;Piña;260.01;403.76;1.55;13.76;0.11;0.17;2018-08-01;Pre-covid;Pre-covid
2018;08;Castilla leon;Otras frutas frescas;1155.22;2165.08;1.87;44.48;0.47;0.89;2018-08-01;Pre-covid;Pre-covid
2018;08;Castilla leon;Pomelo;80.26;144.03;1.79;4.93;0.03;0.06;2018-08-01;Pre-covid;Pre-covid
2018;08;Castilla leon;Chirimoya;0.0;0.0;0.0;0.0;0.0;0.0;2018-08-01;Pre-covid;Pre-covid
2018;08;Castilla leon;Frutas iv gama;846.68;1243.02;1.47;30.56;0.35;0.51;2018-08-01;Pre-covid;Pre-covid
2018;08;Cataluña;Frutas frescas;61603.64;88304.27;1.43;90.81;8.9;12.76;2018-08-01;Pre-covid;Pre-covid
2018;08;Cataluña;Naranjas;4511.28;5798.82;1.29;25.91;0.65;0.84;2018-08-01;Pre-covid;Pre-covid
2018;08;Cataluña;Mandarinas;101.93;198.16;1.94;2.59;0.01;0.03;2018-08-01;Pre-covid;Pre-covid
2018;08;Cataluña;Limones;1366.02;3054.13;2.24;36.65;0.2;0.44;2018-08-01;Pre-covid;Pre-covid
2018;08;Cataluña;Platanos;4307.66;7759.35;1.8;63.42;0.62;1.12;2018-08-01;Pre-covid;Pre-covid
2018;08;Cataluña;Manzanas;2720.02;5215.85;1.92;42.11;0.39;0.75;2018-08-01;Pre-covid;Pre-covid
2018;08;Cataluña;Peras;1885.88;3339.06;1.77;33.51;0.27;0.48;2018-08-01;Pre-covid;Pre-covid
2018;08;Cataluña;Melocotones;7352.26;11973.16;1.63;63.07;1.06;1.73;2018-08-01;Pre-covid;Pre-covid
2018;08;Cataluña;Nectarinas;2610.19;3880.75;1.49;39.42;0.38;0.56;2018-08-01;Pre-covid;Pre-covid
2018;08;Cataluña;Albaricoques;266.98;602.97;2.26;12.28;0.04;0.09;2018-08-01;Pre-covid;Pre-covid
2018;08;Cataluña;Fresas/freson;192.71;589.55;3.06;7.51;0.03;0.09;2018-08-01;Pre-covid;Pre-covid
2018;08;Cataluña;Melon;12311.78;12493.62;1.01;63.88;1.78;1.81;2018-08-01;Pre-covid;Pre-covid
2018;08;Cataluña;Sandia;14748.81;10484.22;0.71;61.21;2.13;1.52;2018-08-01;Pre-covid;Pre-covid
2018;08;Cataluña;Ciruelas;1834.67;3588.22;1.96;30.52;0.27;0.52;2018-08-01;Pre-covid;Pre-covid
2018;08;Cataluña;Cerezas;1077.74;3306.73;3.07;29.32;0.16;0.48;2018-08-01;Pre-covid;Pre-covid
2018;08;Cataluña;Uvas;1073.87;2665.7;2.48;22.5;0.16;0.39;2018-08-01;Pre-covid;Pre-covid
2018;08;Cataluña;Kiwi;1287.04;4167.59;3.24;29.28;0.19;0.6;2018-08-01;Pre-covid;Pre-covid
2018;08;Cataluña;Aguacate;599.43;1970.08;3.29;22.42;0.09;0.28;2018-08-01;Pre-covid;Pre-covid
2018;08;Cataluña;Piña;540.79;917.35;1.7;8.43;0.08;0.13;2018-08-01;Pre-covid;Pre-covid
2018;08;Cataluña;Otras frutas frescas;2814.6;6298.94;2.24;45.29;0.41;0.91;2018-08-01;Pre-covid;Pre-covid
2018;08;Cataluña;Pomelo;129.71;258.54;1.99;2.27;0.02;0.04;2018-08-01;Pre-covid;Pre-covid
2018;08;Cataluña;Chirimoya;0.0;0.0;0.0;0.0;0.0;0.0;2018-08-01;Pre-covid;Pre-covid
2018;08;Cataluña;Frutas iv gama;2586.76;3831.3;1.48;27.29;0.37;0.55;2018-08-01;Pre-covid;Pre-covid
2018;08;Extremadura;Frutas frescas;8508.77;11608.22;1.36;85.94;7.22;9.85;2018-08-01;Pre-covid;Pre-covid
2018;08;Extremadura;Naranjas;557.58;753.38;1.35;27.63;0.47;0.64;2018-08-01;Pre-covid;Pre-covid
2018;08;Extremadura;Mandarinas;4.63;9.85;2.13;1.22;0.0;0.01;2018-08-01;Pre-covid;Pre-covid
2018;08;Extremadura;Limones;182.66;266.81;1.46;17.76;0.15;0.23;2018-08-01;Pre-covid;Pre-covid
2018;08;Extremadura;Platanos;622.75;1017.36;1.63;67.01;0.53;0.86;2018-08-01;Pre-covid;Pre-covid
2018;08;Extremadura;Manzanas;489.62;828.75;1.69;37.43;0.42;0.7;2018-08-01;Pre-covid;Pre-covid
2018;08;Extremadura;Peras;803.1;1136.2;1.41;41.18;0.68;0.96;2018-08-01;Pre-covid;Pre-covid
2018;08;Extremadura;Melocotones;815.43;1134.85;1.39;53.87;0.69;0.96;2018-08-01;Pre-covid;Pre-covid
2018;08;Extremadura;Nectarinas;318.51;402.12;1.26;33.2;0.27;0.34;2018-08-01;Pre-covid;Pre-covid
2018;08;Extremadura;Albaricoques;67.8;170.36;2.51;10.69;0.06;0.14;2018-08-01;Pre-covid;Pre-covid
2018;08;Extremadura;Fresas/freson;33.42;135.79;4.06;6.01;0.03;0.12;2018-08-01;Pre-covid;Pre-covid
2018;08;Extremadura;Melon;1535.63;1293.08;0.84;61.48;1.3;1.1;2018-08-01;Pre-covid;Pre-covid
2018;08;Extremadura;Sandia;1675.64;971.34;0.58;50.48;1.42;0.82;2018-08-01;Pre-covid;Pre-covid
2018;08;Extremadura;Ciruelas;517.9;1031.64;1.99;22.54;0.44;0.87;2018-08-01;Pre-covid;Pre-covid
2018;08;Extremadura;Cerezas;206.13;785.53;3.81;21.19;0.17;0.67;2018-08-01;Pre-covid;Pre-covid
2018;08;Extremadura;Uvas;176.41;438.19;2.48;24.3;0.15;0.37;2018-08-01;Pre-covid;Pre-covid
2018;08;Extremadura;Kiwi;137.99;412.29;2.99;33.71;0.12;0.35;2018-08-01;Pre-covid;Pre-covid
2018;08;Extremadura;Aguacate;57.91;166.84;2.88;17.58;0.05;0.14;2018-08-01;Pre-covid;Pre-covid
2018;08;Extremadura;Piña;48.92;97.46;1.99;6.55;0.04;0.08;2018-08-01;Pre-covid;Pre-covid
2018;08;Extremadura;Otras frutas frescas;256.75;556.37;2.17;46.71;0.22;0.47;2018-08-01;Pre-covid;Pre-covid
2018;08;Extremadura;Pomelo;6.79;8.86;1.3;0.43;0.01;0.01;2018-08-01;Pre-covid;Pre-covid
2018;08;Extremadura;Chirimoya;0.0;0.0;0.0;0.0;0.0;0.0;2018-08-01;Pre-covid;Pre-covid
2018;08;Extremadura;Frutas iv gama;248.84;370.97;1.49;21.05;0.21;0.31;2018-08-01;Pre-covid;Pre-covid
2018;08;Galicia;Frutas frescas;29245.79;45035.8;1.54;96.0;10.56;16.26;2018-08-01;Pre-covid;Pre-covid
2018;08;Galicia;Naranjas;3221.2;3620.39;1.12;44.05;1.16;1.31;2018-08-01;Pre-covid;Pre-covid
2018;08;Galicia;Mandarinas;115.34;238.97;2.07;8.31;0.04;0.09;2018-08-01;Pre-covid;Pre-covid
2018;08;Galicia;Limones;558.66;1179.61;2.11;35.44;0.2;0.43;2018-08-01;Pre-covid;Pre-covid
2018;08;Galicia;Platanos;2655.06;5010.3;1.89;73.7;0.96;1.81;2018-08-01;Pre-covid;Pre-covid
2018;08;Galicia;Manzanas;1683.95;3190.88;1.89;55.6;0.61;1.15;2018-08-01;Pre-covid;Pre-covid
2018;08;Galicia;Peras;1308.45;2145.18;1.64;48.59;0.47;0.77;2018-08-01;Pre-covid;Pre-covid
2018;08;Galicia;Melocotones;2011.11;3079.58;1.53;57.86;0.73;1.11;2018-08-01;Pre-covid;Pre-covid
2018;08;Galicia;Nectarinas;2652.2;4114.8;1.55;63.89;0.96;1.49;2018-08-01;Pre-covid;Pre-covid
2018;08;Galicia;Albaricoques;224.67;483.27;2.15;17.01;0.08;0.17;2018-08-01;Pre-covid;Pre-covid
2018;08;Galicia;Fresas/freson;180.88;896.78;4.96;11.1;0.07;0.32;2018-08-01;Pre-covid;Pre-covid
2018;08;Galicia;Melon;3828.43;3726.62;0.97;62.63;1.38;1.35;2018-08-01;Pre-covid;Pre-covid
2018;08;Galicia;Sandia;4356.32;3202.66;0.74;51.95;1.57;1.16;2018-08-01;Pre-covid;Pre-covid
2018;08;Galicia;Ciruelas;1357.55;2568.24;1.89;44.61;0.49;0.93;2018-08-01;Pre-covid;Pre-covid
2018;08;Galicia;Cerezas;698.03;2249.02;3.22;36.02;0.25;0.81;2018-08-01;Pre-covid;Pre-covid
2018;08;Galicia;Uvas;673.89;1387.93;2.06;30.94;0.24;0.5;2018-08-01;Pre-covid;Pre-covid
2018;08;Galicia;Kiwi;778.42;2322.91;2.98;38.24;0.28;0.84;2018-08-01;Pre-covid;Pre-covid
2018;08;Galicia;Aguacate;292.24;984.93;3.37;23.24;0.11;0.36;2018-08-01;Pre-covid;Pre-covid
2018;08;Galicia;Piña;247.0;408.77;1.65;11.65;0.09;0.15;2018-08-01;Pre-covid;Pre-covid
2018;08;Galicia;Otras frutas frescas;2402.38;4224.95;1.76;60.25;0.87;1.53;2018-08-01;Pre-covid;Pre-covid
2018;08;Galicia;Pomelo;95.62;174.23;1.82;4.02;0.03;0.06;2018-08-01;Pre-covid;Pre-covid
2018;08;Galicia;Chirimoya;0.0;0.0;0.0;0.0;0.0;0.0;2018-08-01;Pre-covid;Pre-covid
2018;08;Galicia;Frutas iv gama;987.87;1660.66;1.68;25.07;0.36;0.6;2018-08-01;Pre-covid;Pre-covid
2018;08;La rioja;Frutas frescas;2038.06;3130.78;1.54;92.27;6.44;9.89;2018-08-01;Pre-covid;Pre-covid
2018;08;La rioja;Naranjas;103.13;119.44;1.16;17.63;0.33;0.38;2018-08-01;Pre-covid;Pre-covid
2018;08;La rioja;Mandarinas;23.76;19.98;0.84;10.8;0.08;0.06;2018-08-01;Pre-covid;Pre-covid
2018;08;La rioja;Limones;43.4;93.29;2.15;33.85;0.14;0.29;2018-08-01;Pre-covid;Pre-covid
2018;08;La rioja;Platanos;249.68;440.82;1.77;65.72;0.79;1.39;2018-08-01;Pre-covid;Pre-covid
2018;08;La rioja;Manzanas;99.77;214.37;2.15;41.24;0.32;0.68;2018-08-01;Pre-covid;Pre-covid
2018;08;La rioja;Peras;57.27;92.59;1.62;33.78;0.18;0.29;2018-08-01;Pre-covid;Pre-covid
2018;08;La rioja;Melocotones;205.65;306.52;1.49;63.26;0.65;0.97;2018-08-01;Pre-covid;Pre-covid
2018;08;La rioja;Nectarinas;142.01;204.78;1.44;41.94;0.45;0.65;2018-08-01;Pre-covid;Pre-covid
2018;08;La rioja;Albaricoques;19.17;37.87;1.98;23.19;0.06;0.12;2018-08-01;Pre-covid;Pre-covid
2018;08;La rioja;Fresas/freson;17.66;36.0;2.04;4.08;0.06;0.11;2018-08-01;Pre-covid;Pre-covid
2018;08;La rioja;Melon;316.91;267.5;0.84;45.26;1.0;0.85;2018-08-01;Pre-covid;Pre-covid
2018;08;La rioja;Sandia;395.11;246.21;0.62;50.99;1.25;0.78;2018-08-01;Pre-covid;Pre-covid
2018;08;La rioja;Ciruelas;48.35;124.12;2.57;29.95;0.15;0.39;2018-08-01;Pre-covid;Pre-covid
2018;08;La rioja;Cerezas;40.75;191.61;4.7;12.94;0.13;0.61;2018-08-01;Pre-covid;Pre-covid
2018;08;La rioja;Uvas;26.87;63.43;2.36;12.77;0.08;0.2;2018-08-01;Pre-covid;Pre-covid
2018;08;La rioja;Kiwi;60.99;238.13;3.9;29.19;0.19;0.75;2018-08-01;Pre-covid;Pre-covid
2018;08;La rioja;Aguacate;32.83;116.8;3.56;19.86;0.1;0.37;2018-08-01;Pre-covid;Pre-covid
2018;08;La rioja;Piña;78.76;141.07;1.79;16.47;0.25;0.45;2018-08-01;Pre-covid;Pre-covid
2018;08;La rioja;Otras frutas frescas;75.98;176.25;2.32;44.35;0.24;0.56;2018-08-01;Pre-covid;Pre-covid
2018;08;La rioja;Pomelo;0.0;0.0;0.0;0.0;0.0;0.0;2018-08-01;Pre-covid;Pre-covid
2018;08;La rioja;Chirimoya;0.0;0.0;0.0;0.0;0.0;0.0;2018-08-01;Pre-covid;Pre-covid
2018;08;La rioja;Frutas iv gama;45.05;63.56;1.41;15.19;0.14;0.2;2018-08-01;Pre-covid;Pre-covid
2018;08;Madrid;Frutas frescas;43263.72;60995.28;1.41;87.62;6.95;9.8;2018-08-01;Pre-covid;Pre-covid
2018;08;Madrid;Naranjas;3762.17;4387.44;1.17;31.13;0.6;0.7;2018-08-01;Pre-covid;Pre-covid
2018;08;Madrid;Mandarinas;53.56;135.21;2.52;2.45;0.01;0.02;2018-08-01;Pre-covid;Pre-covid
2018;08;Madrid;Limones;1124.79;2487.86;2.21;35.82;0.18;0.4;2018-08-01;Pre-covid;Pre-covid
2018;08;Madrid;Platanos;3281.65;5710.47;1.74;61.57;0.53;0.92;2018-08-01;Pre-covid;Pre-covid
2018;08;Madrid;Manzanas;2201.62;4191.31;1.9;40.16;0.35;0.67;2018-08-01;Pre-covid;Pre-covid
2018;08;Madrid;Peras;1384.97;2280.51;1.65;35.54;0.22;0.37;2018-08-01;Pre-covid;Pre-covid
2018;08;Madrid;Melocotones;4039.18;6445.97;1.6;56.68;0.65;1.04;2018-08-01;Pre-covid;Pre-covid
2018;08;Madrid;Nectarinas;1859.83;2545.51;1.37;37.57;0.3;0.41;2018-08-01;Pre-covid;Pre-covid
2018;08;Madrid;Albaricoques;356.93;726.43;2.04;12.32;0.06;0.12;2018-08-01;Pre-covid;Pre-covid
2018;08;Madrid;Fresas/freson;93.65;340.23;3.63;4.02;0.02;0.05;2018-08-01;Pre-covid;Pre-covid
2018;08;Madrid;Melon;8284.37;7924.07;0.96;60.3;1.33;1.27;2018-08-01;Pre-covid;Pre-covid
2018;08;Madrid;Sandia;9494.57;6239.5;0.66;46.42;1.53;1.0;2018-08-01;Pre-covid;Pre-covid
2018;08;Madrid;Ciruelas;1271.16;2277.34;1.79;28.59;0.2;0.37;2018-08-01;Pre-covid;Pre-covid
2018;08;Madrid;Cerezas;1141.78;3325.22;2.91;30.85;0.18;0.53;2018-08-01;Pre-covid;Pre-covid
2018;08;Madrid;Uvas;564.42;1178.44;2.09;20.11;0.09;0.19;2018-08-01;Pre-covid;Pre-covid
2018;08;Madrid;Kiwi;1098.91;3376.73;3.07;27.53;0.18;0.54;2018-08-01;Pre-covid;Pre-covid
2018;08;Madrid;Aguacate;534.43;1870.82;3.5;21.64;0.09;0.3;2018-08-01;Pre-covid;Pre-covid
2018;08;Madrid;Piña;396.6;669.27;1.69;13.09;0.06;0.11;2018-08-01;Pre-covid;Pre-covid
2018;08;Madrid;Otras frutas frescas;2319.15;4882.95;2.11;49.56;0.37;0.78;2018-08-01;Pre-covid;Pre-covid
2018;08;Madrid;Pomelo;75.35;140.99;1.87;1.75;0.01;0.02;2018-08-01;Pre-covid;Pre-covid
2018;08;Madrid;Chirimoya;0.0;0.0;0.0;0.0;0.0;0.0;2018-08-01;Pre-covid;Pre-covid
2018;08;Madrid;Frutas iv gama;1593.99;2325.91;1.46;22.73;0.26;0.37;2018-08-01;Pre-covid;Pre-covid
2018;08;Murcia;Frutas frescas;9467.59;13016.82;1.37;83.7;6.65;9.14;2018-08-01;Pre-covid;Pre-covid
2018;08;Murcia;Naranjas;517.66;555.81;1.07;16.4;0.36;0.39;2018-08-01;Pre-covid;Pre-covid
2018;08;Murcia;Mandarinas;0.0;0.0;0.0;0.0;0.0;0.0;2018-08-01;Pre-covid;Pre-covid
2018;08;Murcia;Limones;461.42;798.95;1.73;46.06;0.32;0.56;2018-08-01;Pre-covid;Pre-covid
2018;08;Murcia;Platanos;676.81;1110.46;1.64;64.88;0.48;0.78;2018-08-01;Pre-covid;Pre-covid
2018;08;Murcia;Manzanas;462.76;791.44;1.71;35.77;0.32;0.56;2018-08-01;Pre-covid;Pre-covid
2018;08;Murcia;Peras;320.91;517.54;1.61;28.94;0.23;0.36;2018-08-01;Pre-covid;Pre-covid
2018;08;Murcia;Melocotones;817.71;1252.7;1.53;49.57;0.57;0.88;2018-08-01;Pre-covid;Pre-covid
2018;08;Murcia;Nectarinas;280.63;367.34;1.31;30.31;0.2;0.26;2018-08-01;Pre-covid;Pre-covid
2018;08;Murcia;Albaricoques;48.45;99.71;2.06;7.16;0.03;0.07;2018-08-01;Pre-covid;Pre-covid
2018;08;Murcia;Fresas/freson;19.58;107.26;5.48;3.53;0.01;0.08;2018-08-01;Pre-covid;Pre-covid
2018;08;Murcia;Melon;2177.99;2323.73;1.07;57.47;1.53;1.63;2018-08-01;Pre-covid;Pre-covid
2018;08;Murcia;Sandia;2404.09;1689.44;0.7;45.09;1.69;1.19;2018-08-01;Pre-covid;Pre-covid
2018;08;Murcia;Ciruelas;234.91;439.46;1.87;21.07;0.16;0.31;2018-08-01;Pre-covid;Pre-covid
2018;08;Murcia;Cerezas;122.08;408.32;3.34;22.14;0.09;0.29;2018-08-01;Pre-covid;Pre-covid
2018;08;Murcia;Uvas;142.99;383.25;2.68;21.21;0.1;0.27;2018-08-01;Pre-covid;Pre-covid
2018;08;Murcia;Kiwi;175.7;585.69;3.33;28.66;0.12;0.41;2018-08-01;Pre-covid;Pre-covid
2018;08;Murcia;Aguacate;80.93;251.28;3.11;15.67;0.06;0.18;2018-08-01;Pre-covid;Pre-covid
2018;08;Murcia;Piña;69.87;141.22;2.02;11.05;0.05;0.1;2018-08-01;Pre-covid;Pre-covid
2018;08;Murcia;Otras frutas frescas;453.1;1193.22;2.63;31.12;0.32;0.84;2018-08-01;Pre-covid;Pre-covid
2018;08;Murcia;Pomelo;49.52;89.62;1.81;5.87;0.03;0.06;2018-08-01;Pre-covid;Pre-covid
2018;08;Murcia;Chirimoya;0.0;0.0;0.0;0.0;0.0;0.0;2018-08-01;Pre-covid;Pre-covid
2018;08;Murcia;Frutas iv gama;354.13;556.72;1.57;20.19;0.25;0.39;2018-08-01;Pre-covid;Pre-covid
2018;08;Navarra;Frutas frescas;6464.96;8653.24;1.34;94.37;10.91;14.61;2018-08-01;Pre-covid;Pre-covid
2018;08;Navarra;Naranjas;354.16;457.79;1.29;31.3;0.6;0.77;2018-08-01;Pre-covid;Pre-covid
2018;08;Navarra;Mandarinas;12.61;30.43;2.41;3.81;0.02;0.05;2018-08-01;Pre-covid;Pre-covid
2018;08;Navarra;Limones;105.59;252.6;2.39;38.8;0.18;0.43;2018-08-01;Pre-covid;Pre-covid
2018;08;Navarra;Platanos;425.48;742.36;1.74;74.8;0.72;1.25;2018-08-01;Pre-covid;Pre-covid
2018;08;Navarra;Manzanas;335.58;645.76;1.92;41.98;0.57;1.09;2018-08-01;Pre-covid;Pre-covid
2018;08;Navarra;Peras;311.91;423.57;1.36;36.9;0.53;0.72;2018-08-01;Pre-covid;Pre-covid
2018;08;Navarra;Melocotones;459.76;687.89;1.5;47.8;0.78;1.16;2018-08-01;Pre-covid;Pre-covid
2018;08;Navarra;Nectarinas;411.55;676.48;1.64;45.02;0.69;1.14;2018-08-01;Pre-covid;Pre-covid
2018;08;Navarra;Albaricoques;43.29;78.58;1.81;13.79;0.07;0.13;2018-08-01;Pre-covid;Pre-covid
2018;08;Navarra;Fresas/freson;12.34;88.44;7.17;3.77;0.02;0.15;2018-08-01;Pre-covid;Pre-covid
2018;08;Navarra;Melon;1271.91;1197.72;0.94;61.73;2.15;2.02;2018-08-01;Pre-covid;Pre-covid
2018;08;Navarra;Sandia;1670.95;1039.71;0.62;58.99;2.82;1.76;2018-08-01;Pre-covid;Pre-covid
2018;08;Navarra;Ciruelas;300.48;481.45;1.6;27.58;0.51;0.81;2018-08-01;Pre-covid;Pre-covid
2018;08;Navarra;Cerezas;79.93;282.6;3.54;18.31;0.13;0.48;2018-08-01;Pre-covid;Pre-covid
2018;08;Navarra;Uvas;91.39;192.82;2.11;27.41;0.15;0.33;2018-08-01;Pre-covid;Pre-covid
2018;08;Navarra;Kiwi;131.34;479.55;3.65;30.15;0.22;0.81;2018-08-01;Pre-covid;Pre-covid
2018;08;Navarra;Aguacate;72.97;188.31;2.58;32.74;0.12;0.32;2018-08-01;Pre-covid;Pre-covid
2018;08;Navarra;Piña;68.13;130.56;1.92;16.53;0.12;0.22;2018-08-01;Pre-covid;Pre-covid
2018;08;Navarra;Otras frutas frescas;305.59;576.61;1.89;37.46;0.52;0.97;2018-08-01;Pre-covid;Pre-covid
2018;08;Navarra;Pomelo;23.71;53.25;2.25;4.53;0.04;0.09;2018-08-01;Pre-covid;Pre-covid
2018;08;Navarra;Chirimoya;0.0;0.0;0.0;0.0;0.0;0.0;2018-08-01;Pre-covid;Pre-covid
2018;08;Navarra;Frutas iv gama;333.41;444.24;1.33;48.49;0.56;0.75;2018-08-01;Pre-covid;Pre-covid
2018;08;Pais vasco;Frutas frescas;19927.91;30968.89;1.55;92.27;9.63;14.96;2018-08-01;Pre-covid;Pre-covid
2018;08;Pais vasco;Naranjas;2285.64;3171.78;1.39;34.87;1.1;1.53;2018-08-01;Pre-covid;Pre-covid
2018;08;Pais vasco;Mandarinas;73.22;196.5;2.68;8.66;0.04;0.09;2018-08-01;Pre-covid;Pre-covid
2018;08;Pais vasco;Limones;436.1;1082.42;2.48;39.02;0.21;0.52;2018-08-01;Pre-covid;Pre-covid
2018;08;Pais vasco;Platanos;1582.05;3020.46;1.91;66.02;0.76;1.46;2018-08-01;Pre-covid;Pre-covid
2018;08;Pais vasco;Manzanas;1204.9;2532.94;2.1;52.25;0.58;1.22;2018-08-01;Pre-covid;Pre-covid
2018;08;Pais vasco;Peras;795.65;1247.4;1.57;42.45;0.38;0.6;2018-08-01;Pre-covid;Pre-covid
2018;08;Pais vasco;Melocotones;1669.05;2761.89;1.65;57.16;0.81;1.33;2018-08-01;Pre-covid;Pre-covid
2018;08;Pais vasco;Nectarinas;1758.72;2446.16;1.39;54.99;0.85;1.18;2018-08-01;Pre-covid;Pre-covid
2018;08;Pais vasco;Albaricoques;135.86;273.8;2.02;15.8;0.07;0.13;2018-08-01;Pre-covid;Pre-covid
2018;08;Pais vasco;Fresas/freson;38.05;139.58;3.67;4.57;0.02;0.07;2018-08-01;Pre-covid;Pre-covid
2018;08;Pais vasco;Melon;2869.92;2998.96;1.04;55.1;1.39;1.45;2018-08-01;Pre-covid;Pre-covid
2018;08;Pais vasco;Sandia;3543.19;2269.91;0.64;45.44;1.71;1.1;2018-08-01;Pre-covid;Pre-covid
2018;08;Pais vasco;Ciruelas;705.06;1414.85;2.01;40.04;0.34;0.68;2018-08-01;Pre-covid;Pre-covid
2018;08;Pais vasco;Cerezas;436.98;1208.42;2.77;44.48;0.21;0.58;2018-08-01;Pre-covid;Pre-covid
2018;08;Pais vasco;Uvas;323.0;761.0;2.36;25.12;0.16;0.37;2018-08-01;Pre-covid;Pre-covid
2018;08;Pais vasco;Kiwi;564.86;1911.93;3.38;27.84;0.27;0.92;2018-08-01;Pre-covid;Pre-covid
2018;08;Pais vasco;Aguacate;207.94;750.58;3.61;30.84;0.1;0.36;2018-08-01;Pre-covid;Pre-covid
2018;08;Pais vasco;Piña;217.99;384.34;1.76;16.86;0.11;0.19;2018-08-01;Pre-covid;Pre-covid
2018;08;Pais vasco;Otras frutas frescas;1079.71;2395.98;2.22;57.98;0.52;1.16;2018-08-01;Pre-covid;Pre-covid
2018;08;Pais vasco;Pomelo;102.51;244.63;2.39;8.24;0.05;0.12;2018-08-01;Pre-covid;Pre-covid
2018;08;Pais vasco;Chirimoya;0.0;0.0;0.0;0.0;0.0;0.0;2018-08-01;Pre-covid;Pre-covid
2018;08;Pais vasco;Frutas iv gama;1634.58;1984.31;1.21;27.15;0.79;0.96;2018-08-01;Pre-covid;Pre-covid
2018;08;Valencia;Frutas frescas;38487.18;47600.27;1.24;89.05;8.13;10.06;2018-08-01;Pre-covid;Pre-covid
2018;08;Valencia;Naranjas;1233.14;1460.18;1.18;15.54;0.26;0.31;2018-08-01;Pre-covid;Pre-covid
2018;08;Valencia;Mandarinas;71.64;143.81;2.01;2.55;0.02;0.03;2018-08-01;Pre-covid;Pre-covid
2018;08;Valencia;Limones;922.03;1921.95;2.08;36.25;0.19;0.41;2018-08-01;Pre-covid;Pre-covid
2018;08;Valencia;Platanos;2973.21;4787.07;1.61;64.45;0.63;1.01;2018-08-01;Pre-covid;Pre-covid
2018;08;Valencia;Manzanas;1359.89;2560.78;1.88;33.97;0.29;0.54;2018-08-01;Pre-covid;Pre-covid
2018;08;Valencia;Peras;1198.69;1959.96;1.64;36.45;0.25;0.41;2018-08-01;Pre-covid;Pre-covid
2018;08;Valencia;Melocotones;3559.76;5242.23;1.47;56.12;0.75;1.11;2018-08-01;Pre-covid;Pre-covid
2018;08;Valencia;Nectarinas;1360.27;1825.46;1.34;29.56;0.29;0.39;2018-08-01;Pre-covid;Pre-covid
2018;08;Valencia;Albaricoques;232.99;419.14;1.8;12.36;0.05;0.09;2018-08-01;Pre-covid;Pre-covid
2018;08;Valencia;Fresas/freson;93.97;425.92;4.53;4.1;0.02;0.09;2018-08-01;Pre-covid;Pre-covid
2018;08;Valencia;Melon;8656.19;7509.76;0.87;60.85;1.83;1.59;2018-08-01;Pre-covid;Pre-covid
2018;08;Valencia;Sandia;11279.6;6775.92;0.6;54.18;2.38;1.43;2018-08-01;Pre-covid;Pre-covid
2018;08;Valencia;Ciruelas;886.76;1602.63;1.81;26.78;0.19;0.34;2018-08-01;Pre-covid;Pre-covid
2018;08;Valencia;Cerezas;470.69;1326.2;2.82;24.37;0.1;0.28;2018-08-01;Pre-covid;Pre-covid
2018;08;Valencia;Uvas;822.57;1695.92;2.06;26.29;0.17;0.36;2018-08-01;Pre-covid;Pre-covid
2018;08;Valencia;Kiwi;710.97;2259.56;3.18;24.46;0.15;0.48;2018-08-01;Pre-covid;Pre-covid
2018;08;Valencia;Aguacate;429.16;1514.5;3.53;25.57;0.09;0.32;2018-08-01;Pre-covid;Pre-covid
2018;08;Valencia;Piña;434.12;589.17;1.36;12.29;0.09;0.12;2018-08-01;Pre-covid;Pre-covid
2018;08;Valencia;Otras frutas frescas;1791.52;3580.12;2.0;41.21;0.38;0.76;2018-08-01;Pre-covid;Pre-covid
2018;08;Valencia;Pomelo;129.82;231.56;1.78;3.37;0.03;0.05;2018-08-01;Pre-covid;Pre-covid
2018;08;Valencia;Chirimoya;0.0;0.0;0.0;0.0;0.0;0.0;2018-08-01;Pre-covid;Pre-covid
2018;08;Valencia;Frutas iv gama;2840.7;2972.98;1.05;23.84;0.6;0.63;2018-08-01;Pre-covid;Pre-covid
2018;09;Nacional;Patatas;107399.38;92536.28;0.86;77.93;2.35;2.03;2018-09-01;Pre-covid;Pre-covid
2018;09;Nacional;Patatas frescas;81335.02;63597.78;0.78;65.31;1.78;1.39;2018-09-01;Pre-covid;Pre-covid
2018;09;Nacional;Patatas congeladas;3202.79;3930.63;1.23;10.19;0.07;0.09;2018-09-01;Pre-covid;Pre-covid
2018;09;Nacional;Patatas procesadas;4572.31;25007.87;5.47;45.55;0.1;0.55;2018-09-01;Pre-covid;Pre-covid
2018;09;Nacional;Hortalizas frescas;242615.08;444709.08;1.83;95.1;5.32;9.75;2018-09-01;Pre-covid;Pre-covid
