,inicio,fin,sector,subsector,producto,tipo,precio_euro_kg
1137,2018-02-19,2018-02-25,Hortalizas,Hortícolas protegidos,Tomate,Tipo Cherry,1.33
1138,2018-02-19,2018-02-25,Hortalizas,Hortícolas protegidos,Tomate,Tipo Cherry,0.36
1139,2018-02-19,2018-02-25,Hortalizas,Hortícolas protegidos,Tomate,Tipo Cherry,1.94
1140,2018-02-19,2018-02-25,Hortalizas,Hortícolas protegidos,Tomate,Tipo Cherry,1.22
1141,2018-02-19,2018-02-25,Hortalizas ecológicas,Hortícolas protegidos ecológicos,Berenjena_Eco,Larga (Eco),1.1
1142,2018-02-19,2018-02-25,Hortalizas ecológicas,Hortícolas protegidos ecológicos,Calabacin_Eco,Verde (Eco),0.97
1143,2018-02-19,2018-02-25,Hortalizas ecológicas,Hortícolas protegidos ecológicos,Pepino_Eco,Tipo Holandés O Almería (Eco),1.52
1144,2018-02-19,2018-02-25,Hortalizas ecológicas,Hortícolas protegidos ecológicos,Pimiento_Eco,California (Eco),1.51
1145,2018-02-19,2018-02-25,Hortalizas ecológicas,Hortícolas protegidos ecológicos,Pimiento_Eco,California (Eco),1.43
1146,2018-02-19,2018-02-25,Hortalizas ecológicas,Hortícolas protegidos ecológicos,Pimiento_Eco,California (Eco),1.03
1147,2018-02-19,2018-02-25,Hortalizas ecológicas,Hortícolas protegidos ecológicos,Pimiento_Eco,Dulce Cónico (Eco),2.09
1148,2018-02-19,2018-02-25,Hortalizas ecológicas,Hortícolas protegidos ecológicos,Pimiento_Eco,Dulce Cónico (Eco),1.68
1149,2018-02-19,2018-02-25,Hortalizas ecológicas,Hortícolas protegidos ecológicos,Tomate_Eco,Pera (Eco),0.67
1150,2018-02-19,2018-02-25,Hortalizas ecológicas,Hortícolas protegidos ecológicos,Tomate_Eco,Rama (Eco),0.75
1151,2018-02-19,2018-02-25,Hortalizas ecológicas,Hortícolas protegidos ecológicos,Tomate_Eco,Redondo (Eco),0.45
1152,2018-02-19,2018-02-25,Hortalizas ecológicas,Hortícolas protegidos ecológicos,Tomate_Eco,Tipo Cherry (Eco),2.07
1153,2018-02-19,2018-02-25,Hortalizas ecológicas,Hortícolas protegidos ecológicos,Tomate_Eco,Tipo Cherry (Eco),2.02
1154,2018-02-19,2018-02-25,Hortalizas ecológicas,Hortícolas protegidos ecológicos,Tomate_Eco,Tipo Cherry (Eco),1.55
1159,2018-02-26,2018-04-03,Frutales,Frutales de cáscara,Almendra,Pepita,4.71
1160,2018-02-26,2018-04-03,Frutales,Frutales de cáscara,Almendra,Pepita,4.9
1185,2018-02-26,2018-04-03,Hortalizas,Hortícolas al aire libre,Esparrago,Verde,3.16
1188,2018-02-26,2018-04-03,Hortalizas,Hortícolas al aire libre,Zanahoria,Nantesa,0.33
1190,2018-02-26,2018-04-03,Hortalizas,Hortícolas protegidos,Berenjena,Larga,0.6
1191,2018-02-26,2018-04-03,Hortalizas,Hortícolas protegidos,Berenjena,Larga,0.23
1192,2018-02-26,2018-04-03,Hortalizas,Hortícolas protegidos,Berenjena,Larga,0.65
1194,2018-02-26,2018-04-03,Hortalizas,Hortícolas protegidos,Berenjena,Rayada,1.09
1195,2018-02-26,2018-04-03,Hortalizas,Hortícolas protegidos,Berenjena,Rayada,0.53
1196,2018-02-26,2018-04-03,Hortalizas,Hortícolas protegidos,Berenjena,Rayada,1.18
1200,2018-02-26,2018-04-03,Hortalizas,Hortícolas protegidos,Calabacin,Verde,0.56
1201,2018-02-26,2018-04-03,Hortalizas,Hortícolas protegidos,Calabacin,Verde,0.26
1202,2018-02-26,2018-04-03,Hortalizas,Hortícolas protegidos,Calabacin,Verde,0.59
1206,2018-02-26,2018-04-03,Hortalizas,Hortícolas protegidos,Judia_Verde,Plana,1.68
1207,2018-02-26,2018-04-03,Hortalizas,Hortícolas protegidos,Judia_Verde,Plana,0.74
1208,2018-02-26,2018-04-03,Hortalizas,Hortícolas protegidos,Judia_Verde,Plana,1.77
1209,2018-02-26,2018-04-03,Hortalizas,Hortícolas protegidos,Judia_Verde,Redonda,3.55
1210,2018-02-26,2018-04-03,Hortalizas,Hortícolas protegidos,Judia_Verde,Redonda,0.81
1211,2018-02-26,2018-04-03,Hortalizas,Hortícolas protegidos,Judia_Verde,Redonda,3.97
1214,2018-02-26,2018-04-03,Hortalizas,Hortícolas protegidos,Pepino,Corto O Tipo Español,0.38
1215,2018-02-26,2018-04-03,Hortalizas,Hortícolas protegidos,Pepino,Corto O Tipo Español,0.23
1216,2018-02-26,2018-04-03,Hortalizas,Hortícolas protegidos,Pepino,Corto O Tipo Español,0.42
1217,2018-02-26,2018-04-03,Hortalizas,Hortícolas protegidos,Pepino,Largo Tipo Holandés O Almería,0.41
1218,2018-02-26,2018-04-03,Hortalizas,Hortícolas protegidos,Pepino,Largo Tipo Holandés O Almería,0.14
1219,2018-02-26,2018-04-03,Hortalizas,Hortícolas protegidos,Pepino,Largo Tipo Holandés O Almería,0.42
1220,2018-02-26,2018-04-03,Hortalizas,Hortícolas protegidos,Pepino,Medio Largo O Tipo Francés,0.5
1221,2018-02-26,2018-04-03,Hortalizas,Hortícolas protegidos,Pepino,Medio Largo O Tipo Francés,0.27
1222,2018-02-26,2018-04-03,Hortalizas,Hortícolas protegidos,Pepino,Medio Largo O Tipo Francés,0.56
1226,2018-02-26,2018-04-03,Hortalizas,Hortícolas protegidos,Pimiento,California,0.96
1227,2018-02-26,2018-04-03,Hortalizas,Hortícolas protegidos,Pimiento,California,0.36
1228,2018-02-26,2018-04-03,Hortalizas,Hortícolas protegidos,Pimiento,California,0.93
1229,2018-02-26,2018-04-03,Hortalizas,Hortícolas protegidos,Pimiento,California,1.13
1230,2018-02-26,2018-04-03,Hortalizas,Hortícolas protegidos,Pimiento,California,0.27
1231,2018-02-26,2018-04-03,Hortalizas,Hortícolas protegidos,Pimiento,California,0.9
1232,2018-02-26,2018-04-03,Hortalizas,Hortícolas protegidos,Pimiento,California,0.4
1233,2018-02-26,2018-04-03,Hortalizas,Hortícolas protegidos,Pimiento,California,0.96
1234,2018-02-26,2018-04-03,Hortalizas,Hortícolas protegidos,Pimiento,California,0.29
1235,2018-02-26,2018-04-03,Hortalizas,Hortícolas protegidos,Pimiento,California,0.32
1236,2018-02-26,2018-04-03,Hortalizas,Hortícolas protegidos,Pimiento,California,0.34
1237,2018-02-26,2018-04-03,Hortalizas,Hortícolas protegidos,Pimiento,California,0.81
1238,2018-02-26,2018-04-03,Hortalizas,Hortícolas protegidos,Pimiento,California,0.29
1239,2018-02-26,2018-04-03,Hortalizas,Hortícolas protegidos,Pimiento,California,0.83
1240,2018-02-26,2018-04-03,Hortalizas,Hortícolas protegidos,Pimiento,Dulce Cónico,1.32
1241,2018-02-26,2018-04-03,Hortalizas,Hortícolas protegidos,Pimiento,Dulce Cónico,0.41
1242,2018-02-26,2018-04-03,Hortalizas,Hortícolas protegidos,Pimiento,Italiano,0.99
1243,2018-02-26,2018-04-03,Hortalizas,Hortícolas protegidos,Pimiento,Italiano,0.75
1244,2018-02-26,2018-04-03,Hortalizas,Hortícolas protegidos,Pimiento,Italiano,1.09
1245,2018-02-26,2018-04-03,Hortalizas,Hortícolas protegidos,Pimiento,Lamuyo,0.89
1246,2018-02-26,2018-04-03,Hortalizas,Hortícolas protegidos,Pimiento,Lamuyo,0.41
1247,2018-02-26,2018-04-03,Hortalizas,Hortícolas protegidos,Pimiento,Lamuyo,0.97
1248,2018-02-26,2018-04-03,Hortalizas,Hortícolas protegidos,Pimiento,Lamuyo,0.83
1249,2018-02-26,2018-04-03,Hortalizas,Hortícolas protegidos,Pimiento,Lamuyo,0.46
1250,2018-02-26,2018-04-03,Hortalizas,Hortícolas protegidos,Pimiento,Lamuyo,0.9
1251,2018-02-26,2018-04-03,Hortalizas,Hortícolas protegidos,Pimiento,Lamuyo,0.88
1252,2018-02-26,2018-04-03,Hortalizas,Hortícolas protegidos,Pimiento,Lamuyo,0.28
1253,2018-02-26,2018-04-03,Hortalizas,Hortícolas protegidos,Pimiento,Lamuyo,0.93
1256,2018-02-26,2018-04-03,Hortalizas,Hortícolas protegidos,Pimiento,Snack,2.1
1257,2018-02-26,2018-04-03,Hortalizas,Hortícolas protegidos,Pimiento,Snack,0.37
1260,2018-02-26,2018-04-03,Hortalizas,Hortícolas protegidos,Tomate,Asurcado ,1.16
1261,2018-02-26,2018-04-03,Hortalizas,Hortícolas protegidos,Tomate,Asurcado ,0.57
1262,2018-02-26,2018-04-03,Hortalizas,Hortícolas protegidos,Tomate,Asurcado ,0.93
1263,2018-02-26,2018-04-03,Hortalizas,Hortícolas protegidos,Tomate,Larga Vida,0.53
1264,2018-02-26,2018-04-03,Hortalizas,Hortícolas protegidos,Tomate,Larga Vida,0.22
1265,2018-02-26,2018-04-03,Hortalizas,Hortícolas protegidos,Tomate,Larga Vida,0.49
1266,2018-02-26,2018-04-03,Hortalizas,Hortícolas protegidos,Tomate,Liso,0.54
1267,2018-02-26,2018-04-03,Hortalizas,Hortícolas protegidos,Tomate,Liso,0.58
1268,2018-02-26,2018-04-03,Hortalizas,Hortícolas protegidos,Tomate,Liso,0.66
1271,2018-02-26,2018-04-03,Hortalizas,Hortícolas protegidos,Tomate,Pera,0.5
1272,2018-02-26,2018-04-03,Hortalizas,Hortícolas protegidos,Tomate,Pera,0.28
1273,2018-02-26,2018-04-03,Hortalizas,Hortícolas protegidos,Tomate,Pera,0.52
1274,2018-02-26,2018-04-03,Hortalizas,Hortícolas protegidos,Tomate,Rama,0.63
1275,2018-02-26,2018-04-03,Hortalizas,Hortícolas protegidos,Tomate,Rama,0.36
1276,2018-02-26,2018-04-03,Hortalizas,Hortícolas protegidos,Tomate,Rama,0.65
1277,2018-02-26,2018-04-03,Hortalizas,Hortícolas protegidos,Tomate,Tipo Cherry,1.64
1278,2018-02-26,2018-04-03,Hortalizas,Hortícolas protegidos,Tomate,Tipo Cherry,1.41
1279,2018-02-26,2018-04-03,Hortalizas,Hortícolas protegidos,Tomate,Tipo Cherry,1.38
1280,2018-02-26,2018-04-03,Hortalizas,Hortícolas protegidos,Tomate,Tipo Cherry,1.06
1281,2018-02-26,2018-04-03,Hortalizas,Hortícolas protegidos,Tomate,Tipo Cherry,1.35
1282,2018-02-26,2018-04-03,Hortalizas,Hortícolas protegidos,Tomate,Tipo Cherry,0.45
1283,2018-02-26,2018-04-03,Hortalizas,Hortícolas protegidos,Tomate,Tipo Cherry,1.95
1284,2018-02-26,2018-04-03,Hortalizas,Hortícolas protegidos,Tomate,Tipo Cherry,1.17
1285,2018-02-26,2018-04-03,Hortalizas ecológicas,Hortícolas protegidos ecológicos,Berenjena_Eco,Larga (Eco),1.05
1286,2018-02-26,2018-04-03,Hortalizas ecológicas,Hortícolas protegidos ecológicos,Calabacin_Eco,Verde (Eco),0.81
1287,2018-02-26,2018-04-03,Hortalizas ecológicas,Hortícolas protegidos ecológicos,Pepino_Eco,Tipo Holandés O Almería (Eco),1.44
1288,2018-02-26,2018-04-03,Hortalizas ecológicas,Hortícolas protegidos ecológicos,Pimiento_Eco,California (Eco),1.57
1289,2018-02-26,2018-04-03,Hortalizas ecológicas,Hortícolas protegidos ecológicos,Pimiento_Eco,California (Eco),1.45
1290,2018-02-26,2018-04-03,Hortalizas ecológicas,Hortícolas protegidos ecológicos,Pimiento_Eco,California (Eco),1.07
1291,2018-02-26,2018-04-03,Hortalizas ecológicas,Hortícolas protegidos ecológicos,Pimiento_Eco,Dulce Cónico (Eco),2.21
1292,2018-02-26,2018-04-03,Hortalizas ecológicas,Hortícolas protegidos ecológicos,Pimiento_Eco,Dulce Cónico (Eco),1.67
1293,2018-02-26,2018-04-03,Hortalizas ecológicas,Hortícolas protegidos ecológicos,Tomate_Eco,Pera (Eco),0.68
1294,2018-02-26,2018-04-03,Hortalizas ecológicas,Hortícolas protegidos ecológicos,Tomate_Eco,Rama (Eco),0.81
1295,2018-02-26,2018-04-03,Hortalizas ecológicas,Hortícolas protegidos ecológicos,Tomate_Eco,Redondo (Eco),0.4
1296,2018-02-26,2018-04-03,Hortalizas ecológicas,Hortícolas protegidos ecológicos,Tomate_Eco,Tipo Cherry (Eco),2.18
1297,2018-02-26,2018-04-03,Hortalizas ecológicas,Hortícolas protegidos ecológicos,Tomate_Eco,Tipo Cherry (Eco),2.03
1298,2018-02-26,2018-04-03,Hortalizas ecológicas,Hortícolas protegidos ecológicos,Tomate_Eco,Tipo Cherry (Eco),1.54
1303,2018-05-03,2018-11-03,Frutales,Frutales de cáscara,Almendra,Pepita,4.29
1304,2018-05-03,2018-11-03,Frutales,Frutales de cáscara,Almendra,Pepita,4.9
1329,2018-05-03,2018-11-03,Hortalizas,Hortícolas al aire libre,Esparrago,Verde,3.54
1332,2018-05-03,2018-11-03,Hortalizas,Hortícolas al aire libre,Zanahoria,Nantesa,0.37
1334,2018-05-03,2018-11-03,Hortalizas,Hortícolas protegidos,Berenjena,Larga,0.39
1335,2018-05-03,2018-11-03,Hortalizas,Hortícolas protegidos,Berenjena,Larga,0.12
1336,2018-05-03,2018-11-03,Hortalizas,Hortícolas protegidos,Berenjena,Larga,0.38
1338,2018-05-03,2018-11-03,Hortalizas,Hortícolas protegidos,Berenjena,Rayada,0.95
1339,2018-05-03,2018-11-03,Hortalizas,Hortícolas protegidos,Berenjena,Rayada,0.51
1340,2018-05-03,2018-11-03,Hortalizas,Hortícolas protegidos,Berenjena,Rayada,1.03
1344,2018-05-03,2018-11-03,Hortalizas,Hortícolas protegidos,Calabacin,Verde,0.49
1345,2018-05-03,2018-11-03,Hortalizas,Hortícolas protegidos,Calabacin,Verde,0.2
1346,2018-05-03,2018-11-03,Hortalizas,Hortícolas protegidos,Calabacin,Verde,0.51
1350,2018-05-03,2018-11-03,Hortalizas,Hortícolas protegidos,Judia_Verde,Plana,2.42
1351,2018-05-03,2018-11-03,Hortalizas,Hortícolas protegidos,Judia_Verde,Plana,0.85
1352,2018-05-03,2018-11-03,Hortalizas,Hortícolas protegidos,Judia_Verde,Plana,2.51
1353,2018-05-03,2018-11-03,Hortalizas,Hortícolas protegidos,Judia_Verde,Redonda,3.68
1354,2018-05-03,2018-11-03,Hortalizas,Hortícolas protegidos,Judia_Verde,Redonda,0.91
1355,2018-05-03,2018-11-03,Hortalizas,Hortícolas protegidos,Judia_Verde,Redonda,4.12
1358,2018-05-03,2018-11-03,Hortalizas,Hortícolas protegidos,Pepino,Corto O Tipo Español,0.57
1359,2018-05-03,2018-11-03,Hortalizas,Hortícolas protegidos,Pepino,Corto O Tipo Español,0.36
1360,2018-05-03,2018-11-03,Hortalizas,Hortícolas protegidos,Pepino,Corto O Tipo Español,0.64
1361,2018-05-03,2018-11-03,Hortalizas,Hortícolas protegidos,Pepino,Largo Tipo Holandés O Almería,0.38
1362,2018-05-03,2018-11-03,Hortalizas,Hortícolas protegidos,Pepino,Largo Tipo Holandés O Almería,0.13
1363,2018-05-03,2018-11-03,Hortalizas,Hortícolas protegidos,Pepino,Largo Tipo Holandés O Almería,0.44
1364,2018-05-03,2018-11-03,Hortalizas,Hortícolas protegidos,Pepino,Medio Largo O Tipo Francés,0.35
1365,2018-05-03,2018-11-03,Hortalizas,Hortícolas protegidos,Pepino,Medio Largo O Tipo Francés,0.27
1366,2018-05-03,2018-11-03,Hortalizas,Hortícolas protegidos,Pepino,Medio Largo O Tipo Francés,0.38
1370,2018-05-03,2018-11-03,Hortalizas,Hortícolas protegidos,Pimiento,California,0.8
1371,2018-05-03,2018-11-03,Hortalizas,Hortícolas protegidos,Pimiento,California,0.29
1372,2018-05-03,2018-11-03,Hortalizas,Hortícolas protegidos,Pimiento,California,0.79
1373,2018-05-03,2018-11-03,Hortalizas,Hortícolas protegidos,Pimiento,California,0.95
1374,2018-05-03,2018-11-03,Hortalizas,Hortícolas protegidos,Pimiento,California,0.18
1375,2018-05-03,2018-11-03,Hortalizas,Hortícolas protegidos,Pimiento,California,0.82
1376,2018-05-03,2018-11-03,Hortalizas,Hortícolas protegidos,Pimiento,California,0.33
1377,2018-05-03,2018-11-03,Hortalizas,Hortícolas protegidos,Pimiento,California,0.82
1378,2018-05-03,2018-11-03,Hortalizas,Hortícolas protegidos,Pimiento,California,0.28
1379,2018-05-03,2018-11-03,Hortalizas,Hortícolas protegidos,Pimiento,California,0.31
1380,2018-05-03,2018-11-03,Hortalizas,Hortícolas protegidos,Pimiento,California,0.34
1381,2018-05-03,2018-11-03,Hortalizas,Hortícolas protegidos,Pimiento,California,0.71
1382,2018-05-03,2018-11-03,Hortalizas,Hortícolas protegidos,Pimiento,California,0.24
1383,2018-05-03,2018-11-03,Hortalizas,Hortícolas protegidos,Pimiento,California,0.6
1384,2018-05-03,2018-11-03,Hortalizas,Hortícolas protegidos,Pimiento,Dulce Cónico,1.41
1385,2018-05-03,2018-11-03,Hortalizas,Hortícolas protegidos,Pimiento,Dulce Cónico,0.47
1386,2018-05-03,2018-11-03,Hortalizas,Hortícolas protegidos,Pimiento,Italiano,1.05
1387,2018-05-03,2018-11-03,Hortalizas,Hortícolas protegidos,Pimiento,Italiano,0.79
1388,2018-05-03,2018-11-03,Hortalizas,Hortícolas protegidos,Pimiento,Italiano,1.15
1389,2018-05-03,2018-11-03,Hortalizas,Hortícolas protegidos,Pimiento,Lamuyo,0.8
1390,2018-05-03,2018-11-03,Hortalizas,Hortícolas protegidos,Pimiento,Lamuyo,0.36
1391,2018-05-03,2018-11-03,Hortalizas,Hortícolas protegidos,Pimiento,Lamuyo,0.86
1392,2018-05-03,2018-11-03,Hortalizas,Hortícolas protegidos,Pimiento,Lamuyo,0.75
1393,2018-05-03,2018-11-03,Hortalizas,Hortícolas protegidos,Pimiento,Lamuyo,0.34
1394,2018-05-03,2018-11-03,Hortalizas,Hortícolas protegidos,Pimiento,Lamuyo,0.84
1395,2018-05-03,2018-11-03,Hortalizas,Hortícolas protegidos,Pimiento,Lamuyo,0.75
1396,2018-05-03,2018-11-03,Hortalizas,Hortícolas protegidos,Pimiento,Lamuyo,0.29
1397,2018-05-03,2018-11-03,Hortalizas,Hortícolas protegidos,Pimiento,Lamuyo,0.79
1400,2018-05-03,2018-11-03,Hortalizas,Hortícolas protegidos,Pimiento,Snack,2.18
1401,2018-05-03,2018-11-03,Hortalizas,Hortícolas protegidos,Pimiento,Snack,0.35
1404,2018-05-03,2018-11-03,Hortalizas,Hortícolas protegidos,Tomate,Asurcado ,1.1
1405,2018-05-03,2018-11-03,Hortalizas,Hortícolas protegidos,Tomate,Asurcado ,0.58
1406,2018-05-03,2018-11-03,Hortalizas,Hortícolas protegidos,Tomate,Asurcado ,0.89
1407,2018-05-03,2018-11-03,Hortalizas,Hortícolas protegidos,Tomate,Larga Vida,0.56
1408,2018-05-03,2018-11-03,Hortalizas,Hortícolas protegidos,Tomate,Larga Vida,0.21
1409,2018-05-03,2018-11-03,Hortalizas,Hortícolas protegidos,Tomate,Larga Vida,0.51
1410,2018-05-03,2018-11-03,Hortalizas,Hortícolas protegidos,Tomate,Liso,0.56
1411,2018-05-03,2018-11-03,Hortalizas,Hortícolas protegidos,Tomate,Liso,0.51
1412,2018-05-03,2018-11-03,Hortalizas,Hortícolas protegidos,Tomate,Liso,0.6
1415,2018-05-03,2018-11-03,Hortalizas,Hortícolas protegidos,Tomate,Pera,0.49
1416,2018-05-03,2018-11-03,Hortalizas,Hortícolas protegidos,Tomate,Pera,0.26
1417,2018-05-03,2018-11-03,Hortalizas,Hortícolas protegidos,Tomate,Pera,0.61
1418,2018-05-03,2018-11-03,Hortalizas,Hortícolas protegidos,Tomate,Rama,0.66
1419,2018-05-03,2018-11-03,Hortalizas,Hortícolas protegidos,Tomate,Rama,0.35
1420,2018-05-03,2018-11-03,Hortalizas,Hortícolas protegidos,Tomate,Rama,0.67
1421,2018-05-03,2018-11-03,Hortalizas,Hortícolas protegidos,Tomate,Tipo Cherry,1.74
1422,2018-05-03,2018-11-03,Hortalizas,Hortícolas protegidos,Tomate,Tipo Cherry,1.56
1423,2018-05-03,2018-11-03,Hortalizas,Hortícolas protegidos,Tomate,Tipo Cherry,1.37
1424,2018-05-03,2018-11-03,Hortalizas,Hortícolas protegidos,Tomate,Tipo Cherry,1.04
1425,2018-05-03,2018-11-03,Hortalizas,Hortícolas protegidos,Tomate,Tipo Cherry,1.38
1426,2018-05-03,2018-11-03,Hortalizas,Hortícolas protegidos,Tomate,Tipo Cherry,0.18
1427,2018-05-03,2018-11-03,Hortalizas,Hortícolas protegidos,Tomate,Tipo Cherry,1.96
1428,2018-05-03,2018-11-03,Hortalizas,Hortícolas protegidos,Tomate,Tipo Cherry,1.18
1429,2018-05-03,2018-11-03,Hortalizas ecológicas,Hortícolas protegidos ecológicos,Berenjena_Eco,Larga (Eco),0.89
1430,2018-05-03,2018-11-03,Hortalizas ecológicas,Hortícolas protegidos ecológicos,Calabacin_Eco,Verde (Eco),0.73
1431,2018-05-03,2018-11-03,Hortalizas ecológicas,Hortícolas protegidos ecológicos,Pepino_Eco,Tipo Holandés O Almería (Eco),1.34
1432,2018-05-03,2018-11-03,Hortalizas ecológicas,Hortícolas protegidos ecológicos,Pimiento_Eco,California (Eco),1.51
1433,2018-05-03,2018-11-03,Hortalizas ecológicas,Hortícolas protegidos ecológicos,Pimiento_Eco,California (Eco),1.46
1434,2018-05-03,2018-11-03,Hortalizas ecológicas,Hortícolas protegidos ecológicos,Pimiento_Eco,California (Eco),0.96
1435,2018-05-03,2018-11-03,Hortalizas ecológicas,Hortícolas protegidos ecológicos,Pimiento_Eco,Dulce Cónico (Eco),2.12
1436,2018-05-03,2018-11-03,Hortalizas ecológicas,Hortícolas protegidos ecológicos,Pimiento_Eco,Dulce Cónico (Eco),1.99
1437,2018-05-03,2018-11-03,Hortalizas ecológicas,Hortícolas protegidos ecológicos,Tomate_Eco,Pera (Eco),0.66
1438,2018-05-03,2018-11-03,Hortalizas ecológicas,Hortícolas protegidos ecológicos,Tomate_Eco,Rama (Eco),0.81
1439,2018-05-03,2018-11-03,Hortalizas ecológicas,Hortícolas protegidos ecológicos,Tomate_Eco,Redondo (Eco),0.36
1440,2018-05-03,2018-11-03,Hortalizas ecológicas,Hortícolas protegidos ecológicos,Tomate_Eco,Tipo Cherry (Eco),2.15
1441,2018-05-03,2018-11-03,Hortalizas ecológicas,Hortícolas protegidos ecológicos,Tomate_Eco,Tipo Cherry (Eco),1.99
1442,2018-05-03,2018-11-03,Hortalizas ecológicas,Hortícolas protegidos ecológicos,Tomate_Eco,Tipo Cherry (Eco),1.56
1447,2018-12-03,2018-03-18,Frutales,Frutales de cáscara,Almendra,Pepita,4.4
1472,2018-12-03,2018-03-18,Hortalizas,Hortícolas al aire libre,Esparrago,Verde,3.35
1475,2018-12-03,2018-03-18,Hortalizas,Hortícolas al aire libre,Zanahoria,Nantesa,0.37
1477,2018-12-03,2018-03-18,Hortalizas,Hortícolas protegidos,Berenjena,Larga,0.21
1478,2018-12-03,2018-03-18,Hortalizas,Hortícolas protegidos,Berenjena,Larga,0.05
1479,2018-12-03,2018-03-18,Hortalizas,Hortícolas protegidos,Berenjena,Larga,0.17
1481,2018-12-03,2018-03-18,Hortalizas,Hortícolas protegidos,Berenjena,Rayada,0.59
1482,2018-12-03,2018-03-18,Hortalizas,Hortícolas protegidos,Berenjena,Rayada,0.24
1483,2018-12-03,2018-03-18,Hortalizas,Hortícolas protegidos,Berenjena,Rayada,0.64
1487,2018-12-03,2018-03-18,Hortalizas,Hortícolas protegidos,Calabacin,Verde,0.43
1488,2018-12-03,2018-03-18,Hortalizas,Hortícolas protegidos,Calabacin,Verde,0.21
1489,2018-12-03,2018-03-18,Hortalizas,Hortícolas protegidos,Calabacin,Verde,0.46
1493,2018-12-03,2018-03-18,Hortalizas,Hortícolas protegidos,Judia_Verde,Plana,2.25
1494,2018-12-03,2018-03-18,Hortalizas,Hortícolas protegidos,Judia_Verde,Plana,0.89
1495,2018-12-03,2018-03-18,Hortalizas,Hortícolas protegidos,Judia_Verde,Plana,2.31
1496,2018-12-03,2018-03-18,Hortalizas,Hortícolas protegidos,Judia_Verde,Redonda,3.76
1497,2018-12-03,2018-03-18,Hortalizas,Hortícolas protegidos,Judia_Verde,Redonda,0.96
1498,2018-12-03,2018-03-18,Hortalizas,Hortícolas protegidos,Judia_Verde,Redonda,4.15
1501,2018-12-03,2018-03-18,Hortalizas,Hortícolas protegidos,Pepino,Corto O Tipo Español,0.43
1502,2018-12-03,2018-03-18,Hortalizas,Hortícolas protegidos,Pepino,Corto O Tipo Español,0.22
1503,2018-12-03,2018-03-18,Hortalizas,Hortícolas protegidos,Pepino,Corto O Tipo Español,0.48
1504,2018-12-03,2018-03-18,Hortalizas,Hortícolas protegidos,Pepino,Largo Tipo Holandés O Almería,0.4
1505,2018-12-03,2018-03-18,Hortalizas,Hortícolas protegidos,Pepino,Largo Tipo Holandés O Almería,0.14
1506,2018-12-03,2018-03-18,Hortalizas,Hortícolas protegidos,Pepino,Largo Tipo Holandés O Almería,0.41
1507,2018-12-03,2018-03-18,Hortalizas,Hortícolas protegidos,Pepino,Medio Largo O Tipo Francés,0.38
1508,2018-12-03,2018-03-18,Hortalizas,Hortícolas protegidos,Pepino,Medio Largo O Tipo Francés,0.13
1509,2018-12-03,2018-03-18,Hortalizas,Hortícolas protegidos,Pepino,Medio Largo O Tipo Francés,0.4
1513,2018-12-03,2018-03-18,Hortalizas,Hortícolas protegidos,Pimiento,California,0.54
1514,2018-12-03,2018-03-18,Hortalizas,Hortícolas protegidos,Pimiento,California,0.24
1515,2018-12-03,2018-03-18,Hortalizas,Hortícolas protegidos,Pimiento,California,0.44
1516,2018-12-03,2018-03-18,Hortalizas,Hortícolas protegidos,Pimiento,California,0.69
1517,2018-12-03,2018-03-18,Hortalizas,Hortícolas protegidos,Pimiento,California,0.18
1518,2018-12-03,2018-03-18,Hortalizas,Hortícolas protegidos,Pimiento,California,0.67
1519,2018-12-03,2018-03-18,Hortalizas,Hortícolas protegidos,Pimiento,California,0.27
1520,2018-12-03,2018-03-18,Hortalizas,Hortícolas protegidos,Pimiento,California,0.63
1521,2018-12-03,2018-03-18,Hortalizas,Hortícolas protegidos,Pimiento,California,0.21
1522,2018-12-03,2018-03-18,Hortalizas,Hortícolas protegidos,Pimiento,California,0.29
1523,2018-12-03,2018-03-18,Hortalizas,Hortícolas protegidos,Pimiento,California,0.22
1524,2018-12-03,2018-03-18,Hortalizas,Hortícolas protegidos,Pimiento,California,0.68
1525,2018-12-03,2018-03-18,Hortalizas,Hortícolas protegidos,Pimiento,California,0.22
1526,2018-12-03,2018-03-18,Hortalizas,Hortícolas protegidos,Pimiento,California,0.69
1527,2018-12-03,2018-03-18,Hortalizas,Hortícolas protegidos,Pimiento,Dulce Cónico,1.42
1528,2018-12-03,2018-03-18,Hortalizas,Hortícolas protegidos,Pimiento,Dulce Cónico,0.3
1529,2018-12-03,2018-03-18,Hortalizas,Hortícolas protegidos,Pimiento,Italiano,0.99
1530,2018-12-03,2018-03-18,Hortalizas,Hortícolas protegidos,Pimiento,Italiano,0.69
1531,2018-12-03,2018-03-18,Hortalizas,Hortícolas protegidos,Pimiento,Italiano,1.06
1532,2018-12-03,2018-03-18,Hortalizas,Hortícolas protegidos,Pimiento,Lamuyo,0.6
1533,2018-12-03,2018-03-18,Hortalizas,Hortícolas protegidos,Pimiento,Lamuyo,0.26
1534,2018-12-03,2018-03-18,Hortalizas,Hortícolas protegidos,Pimiento,Lamuyo,0.63
1535,2018-12-03,2018-03-18,Hortalizas,Hortícolas protegidos,Pimiento,Lamuyo,0.42
1536,2018-12-03,2018-03-18,Hortalizas,Hortícolas protegidos,Pimiento,Lamuyo,0.23
